key,source,target
ST_TalkLoad/IKETANI_COURSE_TSUCHISAKA,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/IKETANI_COURSE_TSUKUBA,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/IKETANI_COURSE_AKINA_SNOW,"この雪の中でバトルするのか‥！？
無事に帰ってこいよ‥！","要在这种雪天进行对决吗……！？
你可要平安归来啊……！"
ST_TalkLoad/IKETANI_COURSE_ODAWARA,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/IKETANI_COURSE_HAKONE,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/IKETANI_COURSE_NAGAO,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/IKETANI_COURSE_TSUKUBA_SNOW,"この雪の中でバトルするのか‥！？
無事に帰ってこいよ‥！","要在这种雪天进行对决吗……！？
你可要平安归来啊……！"
ST_TalkLoad/KEISUKE_GAME_LINEGUIDE,どんな天才でもまずは基礎を固めなきゃはじまらねぇ,无论有多天才，都必须有扎实的基本功。
ST_TalkLoad/KEISUKE_CAR_LAYOUT_SPEED,コースによってクルマの特性を活かした選択が必要だ,根据赛道选择能发挥车辆优势的本事也很有必要。
ST_TalkLoad/KEISUKE_CAR_LAYOUT_TECHNICAL,コースによってクルマの特性を活かした選択が必要だ,根据赛道选择能发挥车辆优势的本事也很有必要。
ST_TalkLoad/KEISUKE_CAR_ROOT_DHHC,「下り」か「上り」で相性の良さもあるんだ,不同改装对“上坡”“下坡”的适应性也不一样。
ST_TalkLoad/KEISUKE_CAR_ROOT_AR,コースによって相性の良さもあるんだ,赛道不同，适配度的高低也不同。
ST_TalkLoad/KEISUKE_COURSE_AKINA_LAKE,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/KEISUKE_COURSE_USUI,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/KEISUKE_COURSE_MYOGI,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/KEISUKE_COURSE_AKAGI,"オレのホームコースだ
毎日走り込んでレッドサンズのナンバー２まで登りつめたんだ","这是我的主场赛道。
通过每天不断地练习，坐上了红太阳二把手的位置。"
ST_TalkLoad/KEISUKE_COURSE_AKINA,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/KEISUKE_COURSE_IROHA,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/KEISUKE_COURSE_MOMIJI,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/KEISUKE_COURSE_HAPPO,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/KEISUKE_COURSE_SADAMINE,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/KEISUKE_COURSE_TSUCHISAKA,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/KEISUKE_COURSE_TSUKUBA,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/KEISUKE_COURSE_AKINA_SNOW,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/KEISUKE_COURSE_ODAWARA,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/KEISUKE_COURSE_HAKONE,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/KEISUKE_COURSE_NAGAO,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/KEISUKE_COURSE_TSUKUBA_SNOW,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/SAYUKI_GAME_LINEGUIDE,何事も基本が大切なのよ,任何事都是基础最重要哦。
ST_TalkLoad/SAYUKI_CAR_LAYOUT_SPEED,コースによってクルマの選び方も大事なのよ,根据赛道选择车辆也是很重要的哦。
ST_TalkLoad/SAYUKI_CAR_LAYOUT_TECHNICAL,コースによってクルマの選び方も大事なのよ,根据赛道选择车辆也是很重要的哦。
ST_TalkLoad/SAYUKI_CAR_ROOT_DHHC,「下り」か「上り」でチューニングの相性もあるのよ,不同改装对“上坡”“下坡”的适应性也不一样哦。
ST_TalkLoad/SAYUKI_CAR_ROOT_AR,コースによってチューニングの相性もあるのよ,赛道不同，性能改装的匹配度也不同哦。
ST_TalkLoad/SAYUKI_COURSE_AKINA_LAKE,このコースの情報を確認してきたわよ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/SAYUKI_COURSE_USUI,"碓氷を知り尽くしたこのあたしにまかせなさい！
‥あら？助手席に乗せてくれないのォ？","我对碓冰可是了如指掌哦，交给我就对了！
……咦？你不让我坐在副驾驶啊？"
ST_TalkLoad/SAYUKI_COURSE_MYOGI,このコースの情報を確認してきたわよ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/SAYUKI_COURSE_AKAGI,このコースの情報を確認してきたわよ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/SAYUKI_COURSE_AKINA,このコースの情報を確認してきたわよ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/SAYUKI_COURSE_IROHA,このコースの情報を確認してきたわよ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/SAYUKI_COURSE_MOMIJI,このコースの情報を確認してきたわよ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/SAYUKI_COURSE_HAPPO,このコースの情報を確認してきたわよ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/SAYUKI_COURSE_SADAMINE,このコースの情報を確認してきたわよ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/SAYUKI_COURSE_TSUCHISAKA,このコースの情報を確認してきたわよ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/SAYUKI_COURSE_TSUKUBA,このコースの情報を確認してきたわよ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/SAYUKI_COURSE_AKINA_SNOW,このコースの情報を確認してきたわよ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/SAYUKI_COURSE_ODAWARA,このコースの情報を確認してきたわよ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/SAYUKI_COURSE_HAKONE,このコースの情報を確認してきたわよ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/SAYUKI_COURSE_NAGAO,このコースの情報を確認してきたわよ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/SAYUKI_COURSE_TSUKUBA_SNOW,このコースの情報を確認してきたわよ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/WATARU_GAME_LINEGUIDE,何事も基本が大切だな,任何事都是基础最重要哦。
ST_TalkLoad/WATARU_CAR_LAYOUT_SPEED,コースによってクルマの選び方も大事なんだぜ,根据赛道选择车辆也是很重要的哦。
ST_TalkLoad/WATARU_CAR_LAYOUT_TECHNICAL,コースによってクルマの選び方も大事なんだぜ,根据赛道选择车辆也是很重要的哦。
ST_TalkLoad/WATARU_CAR_ROOT_DHHC,"「下り」か「上り」でチューニングの相性もあるんだぜ
オレのレビンは上りでもパワーを発揮できる仕様だ！","不同改装对“上坡”“下坡”的适应性也不一样哦。
我的LEVIN即便是上坡也能发挥威力！"
ST_TalkLoad/WATARU_CAR_ROOT_AR,コースによってチューニングの相性もあるんだぜ,赛道不同，性能改装的匹配度也不同哦。
ST_TalkLoad/WATARU_COURSE_AKINA_LAKE,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/WATARU_COURSE_USUI,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/WATARU_COURSE_MYOGI,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/WATARU_COURSE_AKAGI,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/WATARU_COURSE_AKINA,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/WATARU_COURSE_IROHA,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/WATARU_COURSE_MOMIJI,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/WATARU_COURSE_HAPPO,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/WATARU_COURSE_SADAMINE,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/WATARU_COURSE_TSUCHISAKA,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/WATARU_COURSE_TSUKUBA,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/WATARU_COURSE_AKINA_SNOW,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/WATARU_COURSE_ODAWARA,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/WATARU_COURSE_HAKONE,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/WATARU_COURSE_NAGAO,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/WATURU_COURSE_TSUKUBA_SNOW,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/KENJI_GAME_LINEGUIDE,初心忘れるべからずってな,回归原点，不忘初心。
ST_TalkLoad/KENJI_CAR_LAYOUT_SPEED,コースによってクルマの選び方も大事なんだってさ,据说根据赛道选择车辆也是很重要的哦。
ST_TalkLoad/KENJI_CAR_LAYOUT_TECHNICAL,コースによってクルマの選び方も大事なんだってさ,据说根据赛道选择车辆也是很重要的哦。
ST_TalkLoad/KENJI_CAR_ROOT_DHHC,「下り」か「上り」で相性の良さもあるんだってさ,据说不同改装对“上坡”“下坡”的适应性也不一样哦。
ST_TalkLoad/KENJI_CAR_ROOT_AR,コースによってチューニングの相性もあるんだってさ,据说赛道不同，性能改装的匹配度也不一样哦。
ST_TalkLoad/KENJI_COURSE_AKINA_LAKE,"チームの後輩がいつも走り込んでいるな
基礎を学ぶのにいいコースだぜ","车队的新人经常在这里练习啊。
这条赛道非常适合用来学习基本功。"
ST_TalkLoad/KENJI_COURSE_USUI,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/KENJI_COURSE_MYOGI,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/KENJI_COURSE_AKAGI,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/KENJI_COURSE_AKINA,"ここはオレの地元なんだ
直線からのヘアピンとか結構度胸いるんだよなー","这里是我的地盘
从直道进入发卡弯可是需要很大勇气的啊。"
ST_TalkLoad/KENJI_COURSE_IROHA,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/KENJI_COURSE_MOMIJI,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/KENJI_COURSE_HAPPO,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/KENJI_COURSE_SADAMINE,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/KENJI_COURSE_TSUCHISAKA,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/KENJI_COURSE_TSUKUBA,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/KENJI_COURSE_AKINA_SNOW,"本当にこの天気に走るのか？
オレは自信ねーよ‥","真的要在这种天气跑吗？
我可没这个自信啊……"
ST_TalkLoad/KENJI_COURSE_ODAWARA,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/KENJI_COURSE_HAKONE,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/KENJI_COURSE_NAGAO,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/KENJI_COURSE_TSUKUBA_SNOW,"本当にこの天気に走るのか？
オレは自信ねーよ‥","真的要在这种天气跑吗？
我可没这个自信啊……"
ST_TalkLoad/NAKAZATO_GAME_LINEGUIDE,何事も基本が大切だぜ,任何事都是基础最重要哦。
ST_TalkLoad/NAKAZATO_CAR_LAYOUT_SPEED,コースによってクルマの選び方も大事だぜ,根据赛道选择车辆也是很重要的哦。
ST_TalkLoad/NAKAZATO_CAR_LAYOUT_TECHNICAL,コースによってクルマの選び方も大事だぜ,根据赛道选择车辆也是很重要的哦。
ST_TalkLoad/NAKAZATO_CAR_ROOT_DHHC,「下り」か「上り」でチューニングの相性もあるんだぜ,不同改装对“上坡”“下坡”的适应性也不一样哦。
ST_TalkLoad/NAKAZATO_CAR_ROOT_AR,コースによってチューニングの相性もあるんだぜ,赛道不同，性能改装的匹配度也不同哦。
ST_TalkLoad/NAKAZATO_COURSE_AKINA_LAKE,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/NAKAZATO_COURSE_USUI,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/NAKAZATO_COURSE_MYOGI,"ナイトキッズの本拠地だ　嫌というほど走り込んだぜ
おまえがどう攻略していくのか見ものだぜ","这里是夜之子的大本营，他们对这里已经是烂熟于心了。
我倒要见识一下你会如何攻略。"
ST_TalkLoad/NAKAZATO_COURSE_AKAGI,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/NAKAZATO_COURSE_AKINA,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/NAKAZATO_COURSE_IROHA,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/NAKAZATO_COURSE_MOMIJI,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/NAKAZATO_COURSE_HAPPO,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/NAKAZATO_COURSE_SADAMINE,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/NAKAZATO_COURSE_TSUCHISAKA,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/NAKAZATO_COURSE_TSUKUBA,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/NAKAZATO_COURSE_AKINA_SNOW,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/NAKAZATO_COURSE_ODAWARA,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/NAKAZATO_COURSE_HAKONE,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/NAKAZATO_COURSE_NAGAO,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/NAKAZATO_COURSE_TSUKUBA_SNOW,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/SHINGO_GAME_LINEGUIDE,"ひりつくような駆け引きをするには
どこでブレーキングするべきかは覚えなきゃな","如果想和别人来场畅快淋漓的对决，
就必须要知道该在哪里踩下刹车才行。"
ST_TalkLoad/SHINGO_CAR_LAYOUT_SPEED,コースによってクルマの選び方も大事だぜ,根据赛道选择车辆也是很重要的哦。
ST_TalkLoad/SHINGO_CAR_LAYOUT_TECHNICAL,コースによってクルマの選び方も大事だぜ,根据赛道选择车辆也是很重要的哦。
ST_TalkLoad/SHINGO_CAR_ROOT_DHHC,「下り」か「上り」でチューニングの相性もあるんだぜ,不同改装对“上坡”“下坡”的适应性也不一样哦。
ST_TalkLoad/SHINGO_CAR_ROOT_AR,コースによってチューニングの相性もあるんだぜ,赛道不同，性能改装的匹配度也不同哦。
ST_TalkLoad/SHINGO_COURSE_AKINA_LAKE,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/SHINGO_COURSE_USUI,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/SHINGO_COURSE_MYOGI,"ナイトキッズの本拠地だ　嫌というほど走り込んだぜ
おまえがどう攻略していくのか見ものだぜ","这里是夜之子的大本营，他们对这里已经是烂熟于心了。
我倒要见识一下你会如何攻略。"
ST_TalkLoad/SHINGO_COURSE_AKAGI,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/SHINGO_COURSE_AKINA,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/SHINGO_COURSE_IROHA,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/SHINGO_COURSE_MOMIJI,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/SHINGO_COURSE_HAPPO,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/SHINGO_COURSE_SADAMINE,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/SHINGO_COURSE_TSUCHISAKA,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/SHINGO_COURSE_TSUKUBA,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/SHINGO_COURSE_AKINA_SNOW,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/SHINGO_COURSE_ODAWARA,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/SHINGO_COURSE_HAKONE,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/SHINGO_COURSE_NAGAO,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/SHINGO_COURSE_TSUKUBA_SNOW,このコースの情報を確認してきたぜ,我去打探过这条赛道的情况了。
ST_TalkLoad/KYOICHI_GAME_LINEGUIDE,オレの哲学においてもまずは基本を覚えることが重要だ,即便在我的哲学理论中，掌握基础也是最重要的。
ST_TalkLoad/KYOICHI_CAR_LAYOUT_SPEED,コースによってクルマの選び方も大事だ,根据赛道选择车辆也是很重要的哦。
ST_TalkLoad/KYOICHI_CAR_LAYOUT_TECHNICAL,コースによってクルマの選び方も大事だ,根据赛道选择车辆也是很重要的哦。
ST_TalkLoad/KYOICHI_CAR_ROOT_DHHC,「下り」か「上り」でチューニングの相性もあるんだ,不同改装对“上坡”“下坡”的适应性也不一样。
ST_TalkLoad/KYOICHI_CAR_ROOT_AR,コースによってチューニングの相性もあるんだ,赛道不同，性能改装的匹配度也不同。
ST_TalkLoad/KYOICHI_COURSE_AKINA_LAKE,このコースの情報を確認してきたぞ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/KYOICHI_COURSE_USUI,このコースの情報を確認してきたぞ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/KYOICHI_COURSE_MYOGI,このコースの情報を確認してきたぞ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/KYOICHI_COURSE_AKAGI,このコースの情報を確認してきたぞ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/KYOICHI_COURSE_AKINA,このコースの情報を確認してきたぞ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/KYOICHI_COURSE_IROHA,"これほどダイナミックなコースは他にないだろう
エンペラー以外の人間がどう攻略するか見ものだな","如此极具挑战性的赛道想必是仅此一家了。
我倒要见识一下帝王队以外的车手会如何攻略。"
ST_TalkLoad/KYOICHI_COURSE_MOMIJI,このコースの情報を確認してきたぞ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/KYOICHI_COURSE_HAPPO,このコースの情報を確認してきたぞ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/KYOICHI_COURSE_SADAMINE,このコースの情報を確認してきたぞ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/KYOICHI_COURSE_TSUCHISAKA,このコースの情報を確認してきたぞ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/KYOICHI_COURSE_TSUKUBA,このコースの情報を確認してきたぞ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/KYOICHI_COURSE_AKINA_SNOW,このコースの情報を確認してきたぞ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/KYOICHI_COURSE_ODAWARA,このコースの情報を確認してきたぞ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/KYOICHI_COURSE_HAKONE,このコースの情報を確認してきたぞ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/KYOICHI_COURSE_NAGAO,このコースの情報を確認してきたぞ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/KYOICHI_COURSE_TSUKUBA_SNOW,このコースの情報を確認してきたぞ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/SEIJI_GAME_LINEGUIDE,"つい忘れがちになってしまうんだが
基本ってやつぁとても重要だと京一は言っていたぜ","虽说一不小心就会忘记，
但京一说过，基础这东西是最重要的。"
ST_TalkLoad/SEIJI_CAR_LAYOUT_SPEED,コースによってクルマの選び方も大事だ,根据赛道选择车辆也是很重要的哦。
ST_TalkLoad/SEIJI_CAR_LAYOUT_TECHNICAL,コースによってクルマの選び方も大事だ,根据赛道选择车辆也是很重要的哦。
ST_TalkLoad/SEIJI_CAR_ROOT_DHHC,「下り」か「上り」でチューニングの相性もあるんだ,不同改装对“上坡”“下坡”的适应性也不一样。
ST_TalkLoad/SEIJI_CAR_ROOT_AR,コースによってチューニングの相性もあるんだ,赛道不同，性能改装的匹配度也不同。
ST_TalkLoad/SEIJI_COURSE_AKINA_LAKE,このコースの情報を確認してきたぞ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/SEIJI_COURSE_USUI,このコースの情報を確認してきたぞ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/SEIJI_COURSE_MYOGI,このコースの情報を確認してきたぞ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/SEIJI_COURSE_AKAGI,このコースの情報を確認してきたぞ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/SEIJI_COURSE_AKINA,このコースの情報を確認してきたぞ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/SEIJI_COURSE_IROHA,"エンペラーはこのコースを知り尽くしているんだぜ
おまえはどんな走りをするんだ？","帝王队对于这条赛道可以说是了如指掌啊。
你打算怎么跑呢？"
ST_TalkLoad/SEIJI_COURSE_MOMIJI,このコースの情報を確認してきたぞ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/SEIJI_COURSE_HAPPO,このコースの情報を確認してきたぞ,我去打探过这条赛道的情况了哦。
ST_TalkLoad/SEIJI_COURSE_SADAMINE,このコースの情報を確認してきたぞ,我去打探过这条赛道的情况了哦。
