key,source,target
ST_GameMessage/DT_Advertise_OnlineCantUsed,"現在、ネットワークを使用するモードのプレイ、
Ａｉｍｅの使用はできません。","現在、ネットワークを使用するモードのプレイ、
Ａｉｍｅの使用はできません"
ST_GameMessage/DT_Advertise_InstoreTournament,"「店内バトル」大会開催中！
このシートは【{SeatNumber}】です","正在进行“店内对战”大会！
这个座位是【{SeatNumber}】号"
ST_GameMessage/DT_Advertise_TournamentError,"通信エラー発生中
現在、大会モードはプレイできません","发生通讯错误，
当前无法游玩大会模式"
ST_GameMessage/Operation_Ranking,ランキング,排名
ST_GameMessage/DT_InstoreBattlePolicy_AnyoneWelcome,誰でも歓迎！,任何人都欢迎！
ST_GameMessage/DT_InstoreBattlePolicy_MoreParts,ドレスアップ強化中！,外观改装！
ST_GameMessage/DT_InstoreBattlePolicy_RaceHard,本気で勝負！,全力争胜！
ST_GameMessage/DT_InstoreBattlePolicy_Compete,連戦希望！,大战三百合！
ST_GameMessage/DT_InstoreBattlePolicy_CollectBattleGift,バトルギフト収集中！,正在收集对战礼物！
ST_GameMessage/AimeTouch_DataCannotSaved,※プレイしたあとにデータを保存することはできません,游玩后的数据无法保存。
ST_GameMessage/AimeTouch_PleaseHoldYourAime,Aimeをリーダーにかざしてください,请将二维码放到扫码器前扫描
ST_GameMessage/AimeTouch_ByUsingAime,Aimeを利用することで、車のチューニングやプレイデータを保存することができます,登录账号后，可以保存车辆的定制数据。
ST_GameMessage/ComCoin_PleaseInsert,"コインを<Yellow>{Num}</>枚
投入してください","请投入<Yellow>{Num}</>枚
游戏代币"
ST_GameMessage/CreateCard_PlayWithoutData,"データを使用せずにプレイします
今回のプレイは保存されません","不使用数据游玩
本次游玩将不被保存"
ST_GameMessage/AimeLicense_DoYouPlay,このデータで遊びますか？,用此数据游玩吗？
ST_GameMessage/ComButtonSelect_Yes,はい,是
ST_GameMessage/ComButtonSelect_No,いいえ,否
ST_GameMessage/AimeDialog_ConfirmCode,アクセスコード確認,确认访问码
ST_GameMessage/CourseSel_ToUnlockShop,フルチューン到達でカーショップ解放！,达到满级改装解锁汽车商店！
ST_GameMessage/CourseSel_AvailableInStore,ショップ＆カスタマイズにて追加購入できます,可在商店&自定义画面额外购买
ST_GameMessage/AimeDialog_RegisterLicense,新規免許証登録,新驾驶证注册
ST_GameMessage/AimeDialog_DoYouRegister,免許証データを登録しますか？,要注册驾驶证数据吗？
ST_GameMessage/AimeDialog_TermsOfUse,プレイ規約,游玩规定
ST_GameMessage/AimeDialog_DoYouAgree,プレイ規約に同意しますか？,同意游玩规定吗？
ST_GameMessage/AimeAccess_ConfirmCode,サービスサイトの登録に必要なアクセスコードの確認,确认注册服务网站所需要的访问码
ST_GameMessage/AimeAccess_WithStartButton1,スタートボタンで選択中のアクセスコードを表示します,按下开始键显示选择中的访问码
ST_GameMessage/AimeAccess_WithStartButton2,※アクセスコードを他人に使用されないようご注意ください,※请注意不要让访问码被他人使用
ST_GameMessage/AimeAccess_End,終了,结束
ST_GameMessage/SelName_EnterYourName,ドライバー名を入力してください,请输入车手姓名
ST_GameMessage/Operation_Backspace,１文字消,删除1个字
ST_GameMessage/SelName_DisplayedInRankings,"入力される情報は、ランキング、プロフィール等の情報やリプレイ表示のため
ゲーム画面、当該ゲームに関する携帯・ＰＣサイト、雑誌等の媒体で公開されます","输入的信息，会在排名、个人简介等信息或回放中显示，
因此会在游戏画面以及关于该游戏的手机、PC网站、杂志等媒体上被公开"
ST_GameMessage/SelName_End,決定,确定
ST_GameMessage/SelName_ConfirmStartButton,"方向キーで選択し、
<Yellow>START</>ボタンで決定します","通过方向键选择，
用<Yellow>开始</>键确定"
ST_GameMessage/SelName_AreYouSure,こちらのドライバー名でよろしいですか？,用这个车手姓名可以吗？
ST_GameMessage/SelName_DecidedName,"こちらのドライバー名で決定しました
ゲーム開始後にカスタマイズモードでドライバー名の変更が可能です",こちらのドライバー名で決定しました
ST_GameMessage/SelName_ProhibitedWords,"禁止ワードが入力されているため
こちらのドライバー名は使用できません
再度入力してください","因输入了禁用词语，
这个车手姓名不能使用
请再次输入"
ST_GameMessage/SelName_TryAgain,"ドライバー名が入力されていません
再度入力してください","没有输入车手姓名，
请再次输入"
ST_GameMessage/SelAvatar_SelectAvatar1,アバターを選択してください,请选择玩家形象
ST_GameMessage/SelAvatar_SelectAvatar2,※決定後、変更することはできません,※确定后将无法改变
ST_GameMessage/AimeLicense_HomeArea,※ホームエリアは、タイムトライアルやランキングなどに表示されます,※在主场地区，会显示计时赛以及排名等信息
ST_GameMessage/SelTransmission_EquippedMT1,アドバンスドＭＴ機能搭載！,搭载进化型MT功能！
ST_GameMessage/SelTransmission_EquippedMT2,"・ＭＴ（ミッション）とＡＴ（オートマチック）機能がハイブリッド！
・ＭＴで走行中いつでもＡＴに切り替えできる！","・MT(手动挡)和AT(自动挡)的功能合二为一！
・使用MT驾驶时可以随时切换成AT！"
ST_GameMessage/SelTransmission_ForAdvanced,上級者向け！,面向高级玩家！
ST_GameMessage/SelTransmission_AutomaticallySwitches,レバー中央でＡＴにもなる！,将挡位放置于中央就能变成AT！
ST_GameMessage/StartMenu_SelectManufacture,購入するメーカーを選択してください,请选择要购买的厂商
ST_GameMessage/StartMenu_SelectCar,購入するクルマを選択してください,请选择要购买的车辆
ST_GameMessage/StartMenu_SelectColor,カラーを選択してください,请选择颜色
ST_GameMessage/StartMenu_SelectLicense,ナンバープレートを選択してください,请选择车牌
ST_GameMessage/CarSelect_FullTuneTicket,"FULL Tune車種購入チケットを使用しました
選択した車種はFULL Tune状態でプレイ開始します","使用了满级性能改装车型购买券
所选择的车型将以满级性能改装的状态开始游玩"
ST_GameMessage/UserCreate_FailedSaveData,"データの保存に失敗しました
再度データの登録を行ってください
タイトル画面に戻ります","数据保存失败
请再次进行数据注册
将返回标题画面"
ST_GameMessage/AimeDialog_LicenseDataText,"免許登録を行うことで
<Yellow>車のカスタマイズやプレイデータの保存が行えます</>
免許証データを登録しますか？",
ST_GameMessage/SelName_DZeroData,"頭文字D Zeroのデータを確認しました
{YYYY/MM/DD}時点でのドライバー名を引継ぎます",
ST_GameMessage/StartMenu_SelectMode,モードを選択してください,请选择模式
ST_GameMessage/ModeInfo_SelectCourse,"走りたいコースを選んで、攻略を極めよう！
全力の走りでベストタイムを叩き出せ‥！","可以选择喜欢的赛道驾车飞驰！
适合赛道练习！"
ST_GameMessage/ModeInfo_DRivalsAwait,"頭文字Ｄのライバルたちが君を待ち受ける！
戦いを重ねて卓越した技術を手に入れろ‥！","和头文字D原作角色对战！
先从这里开始吧！"
ST_GameMessage/ModeInfo_TurnUpFun,"店内のプレイヤーと一緒に盛り上がろう！
白熱バトルで互いの実力を磨き上げろ‥！","可以和店内的对手对战！
要和朋友一起玩就选这个模式！"
ST_GameMessage/ModeInfo_BattleOtherPlayers,"各地のプレイヤーと１対１の真剣バトル！
リアルタイムの駆け引きが勝敗を決する‥！","和模拟世界各地对手的COM进行对战！
专为对战练习量身打造！"
ST_GameMessage/DT_SelectPanel_PrivateMatch,プライベートマッチ中参戦はできません,プライベートマッチ中 参戦はできません
ST_GameMessage/DT_SelectPanel_NoDataWasSaved,オフライン状態のためデータは保存されません,没有连接网络，无法保存数据
ST_GameMessage/DT_SelectPanel_YouCanSave,Aimeを使用するとデータを保存できます！,使用二维码后，可以保存数据！
ST_GameMessage/ModeConfig_SteeringStrength,ステアリングの強さ,方向盘力度
ST_GameMessage/ModeConfig_ToggleATMT,AT/MT切り替え,AT/MT切换
ST_GameMessage/ModeConfig_DefaultView,スタート時デフォルト視点,开始时的默认视角
ST_GameMessage/ModeConfig_FavoriteBGM,お気に入りBGM,最爱的背景音乐
ST_GameMessage/ModeConfig_SoundVolume,サウンドマスターボリューム,声音总音量
ST_GameMessage/ModeConfig_BGMVolume,レース中BGMボリューム,比赛中背景音乐音量
ST_GameMessage/ModeConfig_SEVolume,走行関連SEボリューム,行驶相关的音效音量
ST_GameMessage/ModeConfig_InstoreBattlePolicy,店内バトルポリシー,店内对战方针
ST_GameMessage/MatchInvitation_ReceiveInvitation,店内バトルのお誘いが来ました！,收到店内对战的邀请！
ST_GameMessage/ComButton_Participate,参戦する,参加对战
ST_GameMessage/ComButton_NotPaticipate,参戦しない,不参加对战
ST_GameMessage/MatchInvitation_CantSelectInstore,"※「参戦しない」を選択した場合、
　今回のプレイでは「店内バトル」が選択できなくなります","※选择“不参加对战”时，
　本次游玩将无法选择“店内对战”"
ST_GameMessage/StartMenuStart_SelectStoryType,ストーリータイプを選択してください,请选择剧情种类
ST_GameMessage/StartMenuStart_SelectChapter,チャプターを選択してください,请选择章节
ST_GameMessage/StartMenuStart_SelectStory,ストーリーを選択してください,请选择剧情
ST_GameMessage/StartMenuStart_SelectDifficulty,難易度を選択してください,请选择难度
ST_GameMessage/StartMenuStart_SelectCar,搭乗するクルマを選択してください,请选择驾驶的车辆
ST_GameMessage/CarBest_BestTime,車種ベスト,车型最佳成绩
ST_GameMessage/StartMenu_UseTuningPoints,チューニングポイントを消費してこのクルマの性能を上げます,消耗性能改装点数来提升此车辆的性能
ST_GameMessage/TuningWin_Complete,チューニングが完了しました！,性能改装结束！
ST_GameMessage/StartMenuTimeTrial_SelectCar,搭乗するクルマを選択してください,请选择驾驶的车辆
ST_GameMessage/StartMenu_SelectCourse,コースを選択してください,请选择赛道
ST_GameMessage/LoadTimeAttack_TargetTime,目標タイム,目标时间
ST_GameMessage/LoadTimeAttack_PersonalBest,自己ベスト,个人最佳成绩
ST_GameMessage/LoadTimeAttack_TimeRating,XXXX以上のタイム評価で、熟練度ゲージが上昇します,获得XXXX或以上的时间评价，可以提升熟练度
ST_GameMessage/MatchSearch_Searching,対戦相手検索中,正在寻找对战玩家
ST_GameMessage/MatchSearch_Found,マッチング成功！,配对成功！
ST_GameMessage/LanBattleEntry_SelectMode,"対戦相手が見つかりしだい、店内バトルに移行します
その間にプレイするモードを選択してください","找到对战玩家时，将切换至店内对战
在此期间请选择游玩模式"
ST_GameMessage/Intrutionicon_Accepting,店内マッチ受付中,接受店内比赛
ST_GameMessage/Intrutionicon_PrivateMatching,"店内バトル
プライベートマッチング中","店内对战
正在进行私人配对"
ST_GameMessage/Intrutionicon_Seconds,秒,
ST_GameMessage/LanBattleMatching_ObtainingOpponent,対戦相手の情報を取得しています,正在获得对战玩家的信息
ST_GameMessage/LanBattleMatching_Confirmed,対戦相手が確定しました,对战玩家已经确定
ST_GameMessage/Match_SelectMatchingType,マッチング受付方法を選択してください,请选择配对的接受方法
ST_GameMessage/LanBattleMatching_StartInstoreBattle,マッチングを受け付けたまま店内バトルを開始します,在接受配对的情况下开始店内对战
ST_GameMessage/MatchPlayer_Promotion1st,１位で昇格！！,以第1名身份晋级！！
ST_GameMessage/MatchPlayer_Promotion2nd,"２位以上で
昇格！！","以前2名身份
晋级！！"
ST_GameMessage/MatchPlayer_Promotion3rd,"３位以上で
昇格！！","以前3名身份
晋级！！"
ST_GameMessage/MatchPlayer_PromotionObtained,昇格確定！！,确定晋级！！
ST_GameMessage/MatchInfo_ExperienceIncDec,ランク経験値増減値,等级经验值变化值
ST_GameMessage/MatchInfo_1stPlace,１位,第1名
ST_GameMessage/MatchInfo_2ndPlace,２位,第2名
ST_GameMessage/MatchInfo_3rdPlace,３位,第3名
ST_GameMessage/MatchInfo_4thPlace,４位,第4名
ST_GameMessage/MatchInfo_NumsInstoreWins,店内バトル累計勝利数,店内对战累计胜利数
ST_GameMessage/MatchInfo_5Wins,勝,胜
ST_GameMessage/MatchInfo_Promotion1st,１位で昇格！！,以第1名身份晋级！！
ST_GameMessage/MatchInfo_Promotion2nd,２位以上で昇格！！,以前2名身份晋级！！
ST_GameMessage/MatchInfo_Promotion3rd,３位以上で昇格！！,以前3名身份晋级！！
ST_GameMessage/MatchInfo_PromotionObtained,昇格確定！！,确定晋级！！
ST_GameMessage/StartMenuInstore_SelectCourse,コースを選択してください,请选择赛道
ST_GameMessage/StartMenuInstore_SelectRoute,ルートを選択してください,请选择路线
ST_GameMessage/StartMenuInstore_SelectTimeZone,時間帯を選択してください,请选择时间
ST_GameMessage/StartMenuInstore_NotSelectByGuest,ゲストプレイヤーがいるため選択できません,因为有游客身份玩家，所以无法选择
ST_GameMessage/Match_AnotherPlayer,他のプレイヤーがコースを選択しています,其他玩家正在选择赛道
ST_GameMessage/StartMenuInstore_SelectCar,搭乗するクルマを選択してください,请选择驾驶的车辆
ST_GameMessage/MatchBoost_OneBoostOn,一騎討ちブースト,单挑加成
ST_GameMessage/MatchBoost_MultiBoostOn,乱闘ブースト,乱斗加成
ST_GameMessage/MatchBoost_BoostOff,ブーストOFF,关闭加成
ST_GameMessage/Match_WillBoostOff,プレイヤー全員がブレーキを踏み続けると、ブーストＯＦＦのバトルになります,全体玩家踩住刹车踏板时，可关闭加成进行对战
ST_GameMessage/MatchBoost_WillApplied,が適用されます,发挥效果
ST_GameMessage/MatchBoost_OneBoost2,一騎討ちブースト,单挑加成
ST_GameMessage/MatchBoost_MultiBoost2,乱闘ブースト,乱斗加成
ST_GameMessage/MatchBoost_BoostOff2,ブーストOFF,关闭加成
ST_GameMessage/MatchBoost_BoostStrength,ブーストの強さ,加成强度
ST_GameMessage/ResultArticle_BasicPoints,基本ポイント,基本点数
ST_GameMessage/ResultArticle_2instore,基本ポイント（店内２台）,基本点数（店内2台）
ST_GameMessage/ResultArticle_3instore,基本ポイント（店内３台）,基本点数（店内3台）
ST_GameMessage/ResultArticle_4instore,基本ポイント（店内４台）,基本点数（店内4台）
ST_GameMessage/ResultArticle_Bonus1st,順位ボーナス（１位）,排名奖励（第1名）
ST_GameMessage/ResultArticle_Bonus2nd,順位ボーナス（２位）,排名奖励（第2名）
ST_GameMessage/ResultArticle_Bonus3rd,順位ボーナス（３位）,排名奖励（第3名）
ST_GameMessage/ResultArticle_Bonus4th,順位ボーナス（４位）,排名奖励（第4名）
ST_GameMessage/ResultArticle_Defeat,敗北,战败
ST_GameMessage/LanBattleContinue_PleaseWait,対戦相手のコンティニューが決定するまでお待ちください,请等待对战玩家确定是否继续游戏
ST_GameMessage/MatchSearch_SearchingOpponent,対戦相手検索中,正在寻找对战玩家
ST_GameMessage/MatchSearch_MatchFound,マッチング成功！,配对成功！
ST_GameMessage/WanBattleSearch_SelectMode,"対戦相手が見つかりしだい、オンラインバトルに移行します
その間にプレイするモードを選択してください","找到对战玩家时，将切换至在线对战
在此期间请选择游玩模式"
ST_GameMessage/ComIntrutionicon_AcceptingEntries,"オンラインバトルマッチ
受付中","接受
在线对战比赛"
ST_GameMessage/MatchInfo_OnlineRank,オンラインランク経験値増減値,在线等级经验值变化值
ST_GameMessage/MatchInfo_ConsecutiveWins,連勝,连胜
ST_GameMessage/MatchInfo_WinRate,直近勝率,最近胜率
ST_GameMessage/MatchInfo_RoundInformation,ラウンド情報,回合信息
ST_GameMessage/MatchInfo_Rank,位,名
ST_GameMessage/MatchInfo_RoundIncDec,ラウンドポイント増減値,回合点数变化值
ST_GameMessage/StartMenuOnline_SelectCourse,コースを選択してください,请选择赛道
ST_GameMessage/StartMenuOnline_SelectRoute,ルートを選択してください,请选择路线
ST_GameMessage/StartMenuOnline_SelectTimeZone,時間帯を選択してください,请选择时间
ST_GameMessage/MatchOnline_AnotherPlayer,他のプレイヤーがコースを選択しています,其他玩家正在选择赛道
ST_GameMessage/StartMenuOnline_SelectCar,搭乗するクルマを選択してください,请选择驾驶的车辆
ST_GameMessage/CarBestOnline_BestTime,車種ベスト,车型最佳成绩
ST_GameMessage/MatchBoostOnline_OneBoostOn,一騎討ちブースト,单挑加成
ST_GameMessage/MatchBoostOnline_BoostOff,ブーストＯＦＦ,关闭加成
ST_GameMessage/MatchOnline_BrakeBoostOff,"プレイヤー全員がブレーキを踏み続けると、
ブーストＯＦＦのバトルになります","全体玩家踩住刹车踏板时，
可关闭加成进行对战"
ST_GameMessage/MatchBoostOnline_WillApplied,が適用されます,发挥效果
ST_GameMessage/MatchBoostOnline_BoostStrength,ブーストの強さ,加成强度
ST_GameMessage/ResultArticleOnline_GoalTime,ゴールタイム,总时间
ST_GameMessage/ResultArticleOnline_Distance,距離差,距离差
ST_GameMessage/ResultArticleOnline_Victory,勝利,胜利
ST_GameMessage/ResultArticleOnline_DefeatedBonus,撃破ボーナス,击败点数
ST_GameMessage/StartMenuShop_SelectMenu,メニューを選択してください,请选择菜单
ST_GameMessage/FactoryTimeup_Want1Credit,"{Credit}CREDIT を消費することで
制限時間を{Second}秒延長することができます
延長を行いますか？","消耗{Credit}游戏点数
可以延长规定时间{Second}秒
需要延长吗？"
ST_GameMessage/FactoryTimeup_TimesReached,"規定回数に達したため、制限時間の延長はできません
モード選択画面へ移行します","The time limit cannot be extended because the specified number of times has been reached.
Proceeding to MODE SELECT screen "
ST_GameMessage/FactoryTimeup_NetworkError,"ネットワークエラーのため、データの取得に失敗しました
モード選択画面へ移行します","发生网络错误，取得数据失败
将转到模式选择画面"
ST_GameMessage/FactoryTimeup_TimeNotExtendedError,"ネットワークエラーのため、制限時間の延長はできません
モード選択画面へ移行します","发生网络错误，无法延长规定时间
将转到模式选择画面"
ST_GameMessage/FactoryTimeup_TimeNotExtendedReached,"規定回数に達したため、制限時間の延長はできません
モード選択画面へ移行します","已达到规定次数，无法延长规定时间
将转到模式选择画面"
ST_GameMessage/StartMenuShop_SelectManufacture,クルマのメーカーを選択してください,请选择车辆的厂商
ST_GameMessage/StartMenuShop_SelectCar,クルマを選択してください,请选择车辆
ST_GameMessage/StartMenuShop_SelectColor,カラーを選択してください,请选择颜色
ST_GameMessage/StartMenuShop_SelectTuningStype,チューニングスタイルを選択してください,请选择性能改装风格
ST_GameMessage/StartMenuShop_SelectLicense,ナンバープレートを選択してください,请选择车牌
ST_GameMessage/CarShopBuy_PurchaseWithTicket,チケットで購入,用券购买
ST_GameMessage/CarShopBuy_PurchaseWithCash,キャッシュで購入,用货币购买
ST_GameMessage/CarShopBuy_Return,戻る,返回
ST_GameMessage/CarShopBuy_PurchaseWithTicket2,"チケットを使用し、FULLTune状態で車を購入します。
キャッシュは消費されません。","チケットを使用し、FULLTune状態で車を購入します
キャッシュは消費されません"
ST_GameMessage/CarShopBuy_PurchaseWithCash2,キャッシュを消費して購入します,消耗货币购买
ST_GameMessage/CarShopBuy_Return2,購入せず、カーショップへ戻ります,不购买，返回汽车商店
ST_GameMessage/CarShopBuy_FullTuneTicket,"<LightYellow>FULLTune車種購入チケット</>を消費して
購入しますか？","要消耗<LightYellow>满级性能改装车型购买券</>
购买吗？"
ST_GameMessage/CarShopBuy_Purchase,を消費して購入しますか？,要消耗货币购买吗？
ST_GameMessage/CarSelect_AlreadyPurchasedManufacturer,選択したメーカーの車種はすべて購入済みです,所选厂商的车型已经全部购买了
ST_GameMessage/CarSelect_AlreadyPurchasedAttributes,選択した属性の車種はすべて購入済みです,所选属性的车型已经全部购买了
ST_GameMessage/CarSelect_AlreadyPurchasedThisCar,選択した車種は購入済みです,所选车型已经购买了
ST_GameMessage/CarSelect_AlreadyPuchasedTuningStyle,"選択したチューニングスタイルの車種は
購入済みです",所选性能改装风格的车型已经购买了
ST_GameMessage/StartMenu_SelectFrame,登録する枠を選択してください,请选择要登记的栏位
ST_GameMessage/DressUpShop_SpendTokenParts,"ドレスアップトークンを {Num}枚消費して、
選択したパーツを購入しますか？","要消耗 {Num}枚外观改装代币，
购买所选配件吗？"
ST_GameMessage/DressUpShop_UseTokenBodyColor,"ドレスアップトークンを {Num}枚消費して、
選択したボディカラーに変更しますか？","要消耗 {Num}枚外观改装代币，
变更成所选车身颜色吗？"
ST_GameMessage/DressUpShop_UseTokesInstallParts,"ドレスアップトークンを {Num} 枚消費して、
選択したパーツを装着しますか？","要消耗 {Num} 枚外观改装代币，
将所选配件安装上去吗？"
ST_GameMessage/PartsName_RemovablePartsAll,"取り外されるパーツ項目
フロントスポイラー
サイドスカート/フェンダー
リアバンパー
リアスポイラー
ボンネット
トランク
ミラー
ルーフアクセサリ
エアロセット
その他エアロ
マフラー
ホイール
アライメント
ステッカー","被取下的配件
前扰流板
侧裙板/挡泥板
后包围
后扰流板
引擎盖
后备箱
后视镜
车顶装饰
空气动力套件
其他空气动力配件
消音器
车轮
四轮定位
车贴"
ST_GameMessage/PartsName_RemovableParts,取り外されるパーツ項目,被取下的配件
ST_GameMessage/CarShopInfo_Period,【引き換え期間】,【交换期间】
ST_GameMessage/AvatarDialog_SpendRedeemParts,アバタートークンを消費してパーツを引き換えますか？,要消耗玩家形象代币交换此配件吗？
ST_GameMessage/AvatarDialog_SpendRedeemParts2,{Count}回,{Count}次
ST_GameMessage/AvatarButton_Redeed1time,"{Count}回
引き換える","交换
{Count}次"
ST_GameMessage/AvatarButton_Redeed5times,"{Count}回
引き換える","交换
{Count}次"
ST_GameMessage/AvatarButton_Cancel,キャンセル,取消
ST_GameMessage/StartMenuInfo_SelectManufacturer,クルマのメーカーを選択してください,请选择车辆的厂商
ST_GameMessage/StartMenuInfo_SelectCar,クルマを選択してください,请选择车辆
ST_GameMessage/StartMenuInfo_SelectFrame,登録する枠を選択してください,请选择要登记的栏位
ST_GameMessage/PartsName_FrontSpoiler,フロントスポイラー,前扰流板
ST_GameMessage/PartsName_SideSkirt,"サイドスカート/
フェンダー","侧裙板/
挡泥板"
ST_GameMessage/PartsName_RearBumper,リアバンパー,后包围
ST_GameMessage/PartsName_RearSpoiler,リアスポイラー,后扰流板
ST_GameMessage/PartsName_Bonnet,ボンネット,引擎盖
ST_GameMessage/PartsName_Trunk,トランク,后备箱
ST_GameMessage/PartsName_Mirrors,ミラー,后视镜
ST_GameMessage/PartsName_RoofAccessories,ルーフアクセサリ,车顶装饰
ST_GameMessage/PartsName_AeroSet,エアロセット,空气动力套件
ST_GameMessage/PartsName_OtherSets,その他エアロ,其他空气动力配件
ST_GameMessage/PartsName_Muffler,マフラー,消音器
ST_GameMessage/PartsName_Wheels,ホイール,车轮
ST_GameMessage/PartsName_Alignment,アライメント,四轮定位
ST_GameMessage/PartsName_BodyColor,ボディカラー,车身颜色
ST_GameMessage/PartsName_Stickers,ステッカー,车贴
ST_GameMessage/DressUpShop_InstallParts,選択したパーツを装着しますか？,要安装所选的配件吗？
ST_GameMessage/DressUpShop_RemoveParts,※エアロセットに干渉する装着中パーツは取り外されます。,※エアロセットに干渉する装着中パーツは取り外されます
ST_GameMessage/StartMenuInfo_SelectAuraShape,オーラの形状を選択してください,请选择气场的形状
ST_GameMessage/StartMenuInfo_SelectAuraColor,オーラの色を選択してください,请选择气场的颜色
ST_GameMessage/StartMenuInfo_SelectAuraLevel,オーラのレベルを選択してください,请选择气场的等级
ST_GameMessage/StartMenuInfo_SaveSettings,登録しますか？,要设置吗？
ST_GameMessage/AuraSel_HasChanged,オーラを変更しました,气场变更完成
ST_GameMessage/StartMenu_SelectMeter,メーターを選択してください,请选择仪表
ST_GameMessage/StartMenu_SaveSettings,登録しますか？,要装配吗？
ST_GameMessage/MeterDialog_MeterChanged,メーターを変更しました,仪表变更完成
ST_GameMessage/StartMenu_SelectInstallationSettings,装着設定を選択してください,请选择放置
ST_GameMessage/StartMenu_SelectMenuBG,メニュー背景を選択してください,请选择菜单背景
ST_GameMessage/StartMenu_SaveBackgroundSetttings,登録しますか？,要设置吗？
ST_GameMessage/StartMenuBGDialog_StartMenuBGChanged,メニュー背景を変更しました,菜单背景变更完成
ST_GameMessage/DT_AvtCustom_Face,"フェイス
髪型
輪郭
目
メガネ
口
その他","脸
发型
外形
眼睛
眼镜
嘴
其他"
ST_GameMessage/AvatarCustom_Face,フェイス,脸
ST_GameMessage/AvatarCustom_Hairstyle,髪型,发型
ST_GameMessage/AvatarCustom_Shape,輪郭,外形
ST_GameMessage/AvatarCustom_Eye,目,眼睛
ST_GameMessage/AvatarCustom_Glasses,メガネ,眼镜
ST_GameMessage/AvatarCustom_Mouth,口,嘴
ST_GameMessage/AvatarCustom_Other,その他,其他
ST_GameMessage/DT_AvtCustom_Fashion,"ファッション
服装","时尚
服装"
ST_GameMessage/AvatarCustom_Fashion,ファッション,时尚
