key,source,target
story_RT_1_10/1_10_2-17,このまま‥逃げ切る‥!!,就这样……甩掉他……！！
story_RT_1_10/1_10_2-18,ッ!!,！！
story_RT_1_10/1_10_3-01,おらァ!! 道開けな!!,喂！！把路让开！！
story_RT_1_10/1_10_3-02,おいおい‥いきなりいじめすぎるなよ‥,喂喂……一上来就这么狠啊……
story_RT_1_10/1_10_3-03,じっくりたのしもうぜ じっくりと‥,要慢慢享受，慢慢来
story_RT_1_10/1_10_3-04,へへっ あいかわらず性格悪いぜ‥おまえ,哼哼，你还是那么坏呢……
story_RT_1_10/1_10_3-05,おらおら!! どうしたどうした!!,嘿嘿！！怎么了怎么了！！
story_RT_1_10/1_10_3-06,怖かったら走るのやめてもいいんだぜぇ？,害怕的话不如停车？
story_RT_1_10/1_10_3-07,‥こいつなかなかやるじゃねえか,……这人有两下子
story_RT_1_10/1_10_3-08,"‥オレたちのプレッシャーなんて
ないみたいな走りをする奴だ",……好像完全没有被我们吓到
story_RT_1_10/1_10_3-09,"ちっ‥あいつらを思い出して
イヤな気分になるぜ‥",啧……想起那几个人就觉得烦……
story_RT_1_10/1_10_3-10,‥おい、いいこと考えたぜ,……喂，我有个主意
story_RT_1_10/1_10_3-11,ああ‥？,嗯……？
story_RT_1_10/1_10_3-15,一度退くぞ‥,以退为进……
story_RT_1_10/1_10_3-16,へっ‥わかったよ,嘿……懂了
story_RT_1_10/1_10_4-01,"後ろのやつは気にしないでくれ‥
バトルの様子を見てもらうだけだ",后面那家伙不用在意……只是让他看比赛
story_RT_1_10/1_10_4-02,へっへ‥そういうことだ,嘿嘿……就是这么回事
story_RT_1_10/1_10_4-03,ただ、あんたに忠告だけはしておくぜ,不过，提前给你个忠告
story_RT_1_10/1_10_4-04,"峠のバトルはなにが起きるか
わからない、ってな",山道上的比赛可不知道会发生什么
story_RT_1_10/1_10_4-05,"おおー、はやいはやい 
抜かれちまいそうだ",哦哦，好快好快，要被超车了
story_RT_1_10/1_10_4-06,おい そろそろいいだろ‥楽しんでもよ,喂，差不多可以了吧……来点开心的
story_RT_1_10/1_10_4-07,へっ‥せっかちなやつだぜ‥,哎……真是急性子……
story_RT_1_10/1_10_4-08,ふんっ,哼
story_RT_1_10/1_10_4-09,"ああっ‼ おまえ、
オレのダチのクルマに当てやがったなァ‼",啊啊！！我说，你撞到我兄弟的车了吧！！
story_RT_1_10/1_10_4-10,くっく‥傷がついちまったかもなァ‥,咳咳……车好像被擦伤了……
story_RT_1_10/1_10_4-11,許せねえ‼ 仕返ししてやる‼,你小子别走！！看我搞你！！
story_RT_1_10/1_10_4-12,おらおらァ‼,喂喂！！
story_RT_1_10/1_10_4-13,"へっ‥金にはならねーが、
ちったぁ楽しませてくれよ",嘿……虽然挣不到钱，还是让我开心一下吧
story_RT_1_10/1_10_4-14,あめえんだよバーカ!!,说的就是你啊白痴！！
story_RT_1_10/1_10_4-15,顔面蒼白になってビビりやがれ!!,面无血色吓破胆吧！！
story_RT_1_10/1_10_4-16,ブレねえ‥なんでだ‥!?,完全没反应……为什么……！？
story_RT_1_10/1_10_4-17,ぬおおおお!!,唔哦哦哦哦！！
story_RT_1_10/1_10_4-18,おい‥こいつもしかして‥,喂……这个人莫非……
story_RT_1_10/1_10_4-19,"まさか!! プロジェクトDを
追っているっていう‥あの!?",难道是！！一直在追着D计划的……那个人！？
story_RT_1_10/1_10_4-20,あいつらに関わるのはもうこりごりだ,我可不想再和他们扯上关系了
story_RT_1_10/1_10_4-21,おい、帰るぞ‥,喂，撤了吧……
story_RT_1_10/1_10_4-22,ちっ‥ついてねーぜ,啧……什么运气啊
story_RT_1_10/1_10_5-01,ごめんね‥無理言っちゃって‥,对不起……跟你说这些……
story_RT_1_10/1_10_5-02,あなたぐらいうまい人なら‥アツくなれそう‥,和你这样的高手比赛……也许能激起我的斗志……
story_RT_1_10/1_10_5-03,やっぱり‥だめ‥,果然……还是不行……
story_RT_1_10/1_10_5-04,いつもみたいにクルマで盛り上がれないよ‥,无法像平常开车那样兴奋起来……
story_RT_1_10/1_10_5-05,だめ‥集中しなきゃ‥集中‥,不行……集中精神……集中
story_RT_1_10/1_10_5-06,いける‥次で抜けそう‥,能行……能超过去……
story_RT_1_10/1_10_5-07,くっ‥!!,呜……！！
story_RT_1_10/1_10_5-08,なんで‥こんなミス‥ッ,为什么……会出现这种失误……
story_RT_1_10/1_10_5-09,もう‥迷わない!!,我……不会再迷茫！！
story_RT_1_10/1_10_5-10,やっぱりあたしは‥前を走りたい!!,我果然……还是想冲在前面！！
story_RT_1_10/1_10_5-11,このまま‥ゴールまで!!,就这样……冲向终点！！
story_RT_1_10/1_10_5-12,‥ッ!!,……！！
