key,source,target
ST_SystemErrorMessage/ERROR_0907,"ERROR 0907
Not Enough System Memory","ОШИБКА 0907
Недостаточно системной памяти"
ST_SystemErrorMessage/ERROR_0910,ERROR 0910 ,"ОШИБКА 0910"
ST_SystemErrorMessage/ERROR_0911,ERROR 0911 ,"ОШИБКА 0911"
ST_SystemErrorMessage/ERROR_0949,"ERROR 0949
Keychip Not Found","ОШИБКА 0949
Keychip не найден"
ST_SystemErrorMessage/ERROR_1001,"ERROR 1001
ゲームの初期化に失敗しました 電源を切り、再起動してください。
復旧できない場合は、製品購入先または本書記載の「お問合せ先」に連絡してください。","ОШИБКА 1001
Сбой инициализации игры. Выключите питание и перезапустите.
Если не удаётся восстановить работу, свяжитесь с местом покупки или с указанным в инструкции «контактом»."
ST_SystemErrorMessage/ERROR_6401,"ERROR 6401
JVS I/O board is not connected to main board","ОШИБКА 6401
JVS I/O плата не подключена к основной плате"
ST_SystemErrorMessage/ERROR_6402,"ERROR 6402
JVS I/O board does not fulfill the GAME spec","ОШИБКА 6402
JVS I/O плата не соответствует спецификациям игры"
ST_SystemErrorMessage/ERROR_6503,"ERROR 6503
読み込みに失敗しました。","ОШИБКА 6503
Не удалось загрузить."
ST_SystemErrorMessage/ERROR_6505,"ERROR 6505
このAimeは現在プレイ中です。
しばらく時間を置いてから使用して下さい。","ОШИБКА 6505
Этот Aime сейчас используется.
Пожалуйста, подождите некоторое время перед использованием."
ST_SystemErrorMessage/ERROR_6509,"ERROR 6509
このAimeは利用できません。","ОШИБКА 6509
Этот Aime недоступен."
ST_SystemErrorMessage/ERROR_8008,"ERROR 8008
ALL.Netルーターとの接続ができません","ОШИБКА 8008
Не удалось подключиться к роутеру ALL.Net"
ST_SystemErrorMessage/ERROR_8201,"ERROR 8201
ALL.Net の認証に失敗しました","ОШИБКА 8201
Сбой аутентификации ALL.Net"
ST_SystemErrorMessage/ERROR_8301,"ERROR 8301
ゲームを構成する機器と接続できません","ОШИБКА 8301
Не удалось подключиться к оборудованию игры"
ST_SystemErrorMessage/ERROR_8302,"ERROR 8302
サーバーメンテナンス中です","ОШИБКА 8302
Сервер на обслуживании"
ST_SystemErrorMessage/ERROR_8303_6003,"ネットワークの接続が確認できません。
オフライン・シングル設定筐体として起動します。(6003)","Сетевое подключение не обнаружено.
Запуск в оффлайн-режиме как одиночный автомат. (6003)"
ST_SystemErrorMessage/ERROR_8303_6013,"ネットワークエラー 8303
改めて対戦相手を検索します。(6013)","Сетевая ошибка 8303
Повторный поиск соперника. (6013)"
ST_SystemErrorMessage/ERROR_8303_6014,"ネットワークエラー 8303
改めて対戦相手を検索します。(6014)","Сетевая ошибка 8303
Повторный поиск соперника. (6014)"
ST_SystemErrorMessage/ERROR_8303_6015,"ネットワークエラー 8303
改めて対戦相手を検索します。(6015)","Сетевая ошибка 8303
Повторный поиск соперника. (6015)"
ST_SystemErrorMessage/ERROR_8303_6016,"ネットワークエラー 8303
改めて対戦相手を検索します。(6016)","Сетевая ошибка 8303
Повторный поиск соперника. (6016)"
ST_SystemErrorMessage/ERROR_8303_6018,"ネットワークエラー 8303
一人用のゲームモードへ戻ります。(6018)","Сетевая ошибка 8303
Возврат в одиночный режим. (6018)"
ST_SystemErrorMessage/ERROR_8303_6019,"ネットワークエラー 8303
バトルを中断して、改めて対戦相手を検索します。(6019)","Сетевая ошибка 8303
Бой прерван, выполняется повторный поиск соперника. (6019)"
ST_SystemErrorMessage/ERROR_8304,"ERROR 8304
通信に失敗しました(GAME)","ОШИБКА 8304
Ошибка связи (GAME)"
ST_SystemErrorMessage/ERROR_8305,"ERROR 8305
サーバー機エラー サーバー機が複数起動しています。
DIP switchを確認してください。","ОШИБКА 8305
Ошибка сервера. Запущено несколько серверных машин.
Проверьте DIP-переключатели."
ST_SystemErrorMessage/ERROR_8306,"ERROR 8306
サーバー機認識エラー
サーバー機との接続が確認できません。設定を確認してください。","ОШИБКА 8306
Ошибка распознавания сервера.
Не удаётся подключиться к серверной машине. Проверьте настройки."
ST_SystemErrorMessage/ERROR_8307,"ERROR 8307
通信エラーが発生しました。
今回のプレイデータは保存されなかった可能性があります。","ОШИБКА 8307
Произошла ошибка связи.
Данные этой игры могли не сохраниться корректно."
ST_SystemErrorMessage/ERROR_8401,"ERROR 8401
SEAT NUMBER 設定エラー
SEAT NUMBERの設定が他の筐体と重なっています。設定をご確認ください。","ОШИБКА 8401
Ошибка конфигурации SEAT NUMBER.
Настройка SEAT NUMBER совпадает с другим автоматом. Проверьте конфигурацию."
ST_SystemErrorMessage/ERROR_8402,"ERROR 8402
ペア筐体認識エラー
シングル設定状態として起動します。","ОШИБКА 8402
Ошибка распознавания парного автомата.
Запуск в режиме одиночного автомата."
ST_SystemErrorMessage/ERROR_8111,ALL.Net 利用登録が確認できません。オフライン起動します。,"Регистрация ALL.Net не подтверждена. Запуск в оффлайн-режиме."
ST_SystemErrorMessage/EDialog_0001,こちらのドライバー名は使用できません。,"Это имя водителя недоступно."
ST_SystemErrorMessage/EDialog_0002,"ネットワークエラー
店員をお呼びください。","Сетевая ошибка.
Пожалуйста, позовите сотрудника."
ST_SystemErrorMessage/EDialog_0003,"【重要】ハンドルをセンターに合わせ、スタートボタンを押してください。
調整を終了しました。テストモードのINPUT ASSIGNMENTSで再調整ができます。","【Важно】Выставите руль по центру и нажмите кнопку Старт.
Калибровка завершена. Повторная настройка доступна в тестовом режиме в INPUT ASSIGNMENTS."
ST_SystemErrorMessage/EDialog_0100,閉店時間の為、Aimeの利用はできません,"Из-за закрытия заведения использование Aime невозможно."
ST_SystemErrorMessage/EDialog_0101,閉店時間のため、ただいまの時間はコンティニューができません。,"Из-за закрытия заведения продолжение сейчас невозможно."
ST_SystemErrorMessage/EDialog_0200,再起動が必要です。コンティニューができません。,"Необходима перезагрузка. Продолжение невозможно."
ST_SystemErrorMessage/EDialog_0400,ネットワークエラーが発生しました。新規登録を中止します。,"Произошла сетевая ошибка. Регистрация отменена."
ST_SystemErrorMessage/EDialog_0401,"ネットワークエラーが発生しました。引き継ぎを中止します。
次回ログイン時に再度引き継ぎを行います。","Произошла сетевая ошибка. Перенос данных отменён.
При следующем входе будет выполнен повторный перенос."
ST_SystemErrorMessage/EDialog_0500,"新しいバージョンのプレイデータがあります。
現在のバージョンではプレイできません。","Имеются игровые данные новой версии.
Игра в текущей версии невозможна."
ST_SystemErrorMessage/EDialog_0501,"古いバージョンのプレイデータがあります。
現在のバージョンではプレイできません。","Имеются игровые данные старой версии.
Игра в текущей версии невозможна."
ST_SystemErrorMessage/EDialog_1000,大会モードでは新規登録できません。データのあるAimeをかざしてください。,"В турнирном режиме новая регистрация невозможна. Пожалуйста, приложите карту Aime с данными."
ST_SystemErrorMessage/EDialog_0004,"ネットワークエラーのため、データの取得に失敗しました。
モード選択画面へ移行します。","Из-за сетевой ошибки не удалось получить данные.
Переход к экрану выбора режима."
ST_SystemErrorMessage/EDialog_0005,"ネットワークエラーのため、制限時間の延長はできません。
モード選択画面へ移行します。","Из-за сетевой ошибки продление лимита времени невозможно.
Переход к экрану выбора режима."
ST_SystemErrorMessage/EDialog_0006,ネットワークエラーが発生しました。,"Произошла сетевая ошибка."
ST_SystemErrorMessage/EDialog_0007,"ネットワークエラーのため、データの取得に失敗しました。
コンティニュー画面へ移行します。","Из-за сетевой ошибки не удалось получить данные.
Переход к экрану продолжения."
