key,source,target
ST_GameMessage/StartMenu_SelectLicense,ナンバープレートを選択してください,Выберите номерной знак
ST_GameMessage/CarSelect_FullTuneTicket,"FULL Tune車種購入チケットを使用しました
選択した車種はFULL Tune状態でプレイ開始します","Использован билет на покупку автомобиля FULL Tune
Выбранный автомобиль начнёт игру в состоянии FULL Tune"
ST_GameMessage/UserCreate_FailedSaveData,"データの保存に失敗しました
再度データの登録を行ってください
タイトル画面に戻ります","Не удалось сохранить данные
Зарегистрируйте данные заново
Возврат к титульному экрану"
ST_GameMessage/AimeDialog_LicenseDataText,"免許登録を行うことで
<Yellow>車のカスタマイズやプレイデータの保存が行えます</>
免許証データを登録しますか？","Регистрация водительского удостоверения позволит
<Yellow>кастомизировать автомобиль и сохранять игровые данные</>
Зарегистрировать данные?"
ST_GameMessage/SelName_DZeroData,"頭文字D Zeroのデータを確認しました
{YYYY/MM/DD}時点でのドライバー名を引継ぎます","Данные頭文字D Zero проверены
Имя водителя будет перенесено на момент {YYYY/MM/DD}"
ST_GameMessage/StartMenu_SelectMode,モードを選択してください,"Выберите режим"
ST_GameMessage/ModeInfo_SelectCourse,"走りたいコースを選んで、攻略を極めよう！
全力の走りでベストタイムを叩き出せ‥！","Выбери трассу и освой её!
Покажи лучшее время на полной скорости...!"
ST_GameMessage/ModeInfo_DRivalsAwait,"頭文字Ｄのライバルたちが君を待ち受ける！
戦いを重ねて卓越した技術を手に入れろ‥！","Соперники из Initial D ждут тебя!
Сражайся и совершенствуй свои навыки...!"
ST_GameMessage/ModeInfo_TurnUpFun,"店内のプレイヤーと一緒に盛り上がろう！
白熱バトルで互いの実力を磨き上げろ‥！","Соревнуйся с игроками в магазине!
Оттачивайте мастерство в жарких баттлах...!"
ST_GameMessage/ModeInfo_BattleOtherPlayers,"各地のプレイヤーと１対１の真剣バトル！
リアルタイムの駆け引きが勝敗を決する‥！","Серьёзные дуэли с игроками со всех регионов!
Победа решается в реальном времени...!"
ST_GameMessage/DT_SelectPanel_PrivateMatch,プライベートマッチ中参戦はできません,Нельзя присоединиться во время приватного матча
ST_GameMessage/DT_SelectPanel_NoDataWasSaved,オフライン状態のためデータは保存されません,Данные не будут сохранены из-за офлайн-режима
ST_GameMessage/DT_SelectPanel_YouCanSave,Aimeを使用するとデータを保存できます！,Используйте Aime для сохранения данных!
ST_GameMessage/ModeConfig_SteeringStrength,ステアリングの強さ,Сила рулевого управления
ST_GameMessage/ModeConfig_ToggleATMT,AT/MT切り替え,Переключение AT/MT
ST_GameMessage/ModeConfig_DefaultView,スタート時デフォルト視点,Стандартный вид при старте
ST_GameMessage/ModeConfig_FavoriteBGM,お気に入りBGM,Избранная музыка
ST_GameMessage/ModeConfig_SoundVolume,サウンドマスターボリューム,Общий уровень звука
ST_GameMessage/ModeConfig_BGMVolume,レース中BGMボリューム,Общий уровень звука во время гонки
ST_GameMessage/ModeConfig_SEVolume,走行関連SEボリューム,Общий уровень звука эффектов
ST_GameMessage/ModeConfig_InstoreBattlePolicy,店内バトルポリシー,Политика битв в магазине
ST_GameMessage/MatchInvitation_ReceiveInvitation,店内バトルのお誘いが来ました！,Приглашение на битву в магазине получено!
ST_GameMessage/ComButton_Participate,参戦する,Участвовать
ST_GameMessage/ComButton_NotPaticipate,参戦しない,Не участвовать
ST_GameMessage/MatchInvitation_CantSelectInstore,"※「参戦しない」を選択した場合、
　今回のプレイでは「店内バトル」が選択できなくなります","※При выборе «Не участвовать»
　«Локальный баттл» будет недоступен в этой игре"
ST_GameMessage/StartMenuStart_SelectStoryType,ストーリータイプを選択してください,Выберите тип истории
ST_GameMessage/StartMenuStart_SelectChapter,チャプターを選択してください,Выберите главу
ST_GameMessage/StartMenuStart_SelectStory,ストーリーを選択してください,Выберите историю
ST_GameMessage/StartMenuStart_SelectDifficulty,難易度を選択してください,Выберите сложность
ST_GameMessage/StartMenuStart_SelectCar,搭乗するクルマを選択してください,Выберите автомобиль
ST_GameMessage/CarBest_BestTime,車種ベスト,Лучшее время авто
ST_GameMessage/StartMenu_UseTuningPoints,チューニングポイントを消費してこのクルマの性能を上げます,"Используйте тюнинг-точки, чтобы улучшить характеристики этого автомобиля"
ST_GameMessage/TuningWin_Complete,チューニングが完了しました！,Тюнинг завершён!
ST_GameMessage/StartMenuTimeTrial_SelectCar,搭乗するクルマを選択してください,Выберите автомобиль
ST_GameMessage/StartMenu_SelectCourse,コースを選択してください,Выберите трассу
ST_GameMessage/LoadTimeAttack_TargetTime,目標タイム,Целевое время
ST_GameMessage/LoadTimeAttack_PersonalBest,自己ベスト,Личное лучшее время
ST_GameMessage/LoadTimeAttack_TimeRating,XXXX以上のタイム評価で、熟練度ゲージが上昇します,При оценке времени выше XXXX уровень мастерства увеличивается
ST_GameMessage/MatchSearch_Searching,対戦相手検索中,Поиск соперника
ST_GameMessage/MatchSearch_Found,マッチング成功！,Соперник найден!
ST_GameMessage/LanBattleEntry_SelectMode,"対戦相手が見つかりしだい、店内バトルに移行します
その間にプレイするモードを選択してください","Как только найдётся соперник, начнётся локальный матч
Выберите режим для игры в ожидании"
ST_GameMessage/Intrutionicon_Accepting,店内マッチ受付中,Ожидание локального матча
ST_GameMessage/Intrutionicon_PrivateMatching,"店内バトル
プライベートマッチング中","Локальный приватный матч"
ST_GameMessage/Intrutionicon_Seconds,秒,сек.
ST_GameMessage/LanBattleMatching_ObtainingOpponent,対戦相手の情報を取得しています,Получение информации о противнике
ST_GameMessage/LanBattleMatching_Confirmed,対戦相手が確定しました,Противник подтверждён
ST_GameMessage/Match_SelectMatchingType,マッチング受付方法を選択してください,Выберите способ приёма матчей
ST_GameMessage/LanBattleMatching_StartInstoreBattle,マッチングを受け付けたまま店内バトルを開始します,"Начать локальный матч, не отменяя поиск"
ST_GameMessage/MatchPlayer_Promotion1st,１位で昇格！！,Повышение за 1-е место!!
ST_GameMessage/MatchPlayer_Promotion2nd,"２位以上で
昇格！！",Повышение за 2-е место и выше!!
ST_GameMessage/MatchPlayer_Promotion3rd,"３位以上で
昇格！！",Повышение за 3-е место и выше!!
ST_GameMessage/MatchPlayer_PromotionObtained,昇格確定！！,Повышение подтверждено！！
ST_GameMessage/MatchInfo_ExperienceIncDec,ランク経験値増減値,Изменение опыта ранга
ST_GameMessage/MatchInfo_1stPlace,１位,1-е место
ST_GameMessage/MatchInfo_2ndPlace,２位,2-е место
ST_GameMessage/MatchInfo_3rdPlace,３位,3-е место
ST_GameMessage/MatchInfo_4thPlace,４位,4-е место
ST_GameMessage/MatchInfo_NumsInstoreWins,店内バトル累計勝利数,Общее количество побед в локальных матчах
ST_GameMessage/MatchInfo_5Wins,勝,Победа
ST_GameMessage/MatchInfo_Promotion1st,１位で昇格！！,Повышение за 1-е место!!
ST_GameMessage/MatchInfo_Promotion2nd,２位以上で昇格！！,Повышение за 2-е место и выше!!
ST_GameMessage/MatchInfo_Promotion3rd,３位以上で昇格！！,Повышение за 3-е место и выше!!
ST_GameMessage/MatchInfo_PromotionObtained,昇格確定！！,Повышение подтверждено！！
ST_GameMessage/StartMenuInstore_SelectCourse,コースを選択してください,Выберите трассу
ST_GameMessage/StartMenuInstore_SelectRoute,ルートを選択してください,Выберите маршрут
ST_GameMessage/StartMenuInstore_SelectTimeZone,時間帯を選択してください,Выберите временной интервал
ST_GameMessage/StartMenuInstore_NotSelectByGuest,ゲストプレイヤーがいるため選択できません,Невозможно выбрать из-за наличия гостевого игрока
ST_GameMessage/Match_AnotherPlayer,他のプレイヤーがコースを選択しています,Другой игрок выбирает трассу
ST_GameMessage/StartMenuInstore_SelectCar,搭乗するクルマを選択してください,Выберите автомобиль
ST_GameMessage/MatchBoost_OneBoostOn,一騎討ちブースト,Одноразовый буст
ST_GameMessage/MatchBoost_MultiBoostOn,乱闘ブースト,Мульти-буст
ST_GameMessage/MatchBoost_BoostOff,ブーストOFF,Буст отключён
ST_GameMessage/Match_WillBoostOff,プレイヤー全員がブレーキを踏み続けると、ブーストＯＦＦのバトルになります,"Если все игроки продолжат тормозить, бой будет с отключённым бустом"
ST_GameMessage/MatchBoost_WillApplied,が適用されます,Будет применён
ST_GameMessage/MatchBoost_OneBoost2,一騎討ちブースト,Одноразовый буст
ST_GameMessage/MatchBoost_MultiBoost2,乱闘ブースト,Мульти-буст
ST_GameMessage/MatchBoost_BoostOff2,ブーストOFF,Буст отключён
ST_GameMessage/MatchBoost_BoostStrength,ブーストの強さ,Сила буста
ST_GameMessage/ResultArticle_BasicPoints,基本ポイント,Базовые очки
ST_GameMessage/ResultArticle_2instore,基本ポイント（店内２台）,Базовые очки (2 игрока в магазине)
ST_GameMessage/ResultArticle_3instore,基本ポイント（店内３台）,Базовые очки (3 игрока в магазине)
ST_GameMessage/ResultArticle_4instore,基本ポイント（店内４台）,Базовые очки (4 игрока в магазине)
ST_GameMessage/ResultArticle_Bonus1st,順位ボーナス（１位）,Бонус за место (1-е)
ST_GameMessage/ResultArticle_Bonus2nd,順位ボーナス（２位）,Бонус за место (2-е)
ST_GameMessage/ResultArticle_Bonus3rd,順位ボーナス（３位）,Бонус за место (3-е)
ST_GameMessage/ResultArticle_Bonus4th,順位ボーナス（４位）,Бонус за место (4-е)
ST_GameMessage/ResultArticle_Defeat,敗北,Поражение
ST_GameMessage/LanBattleContinue_PleaseWait,対戦相手のコンティニューが決定するまでお待ちください,"Пожалуйста, подождите, пока не будет определён продолжение противника"
ST_GameMessage/MatchSearch_SearchingOpponent,対戦相手検索中,Поиск соперника
ST_GameMessage/MatchSearch_MatchFound,マッチング成功！,Матч найден!
ST_GameMessage/WanBattleSearch_SelectMode,"対戦相手が見つかりしだい、オンラインバトルに移行します
その間にプレイするモードを選択してください","Как только найдётся соперник, начнётся онлайн-баттл
Выберите режим для игры в ожидании"
ST_GameMessage/ComIntrutionicon_AcceptingEntries,"オンラインバトルマッチ
受付中","Онлайн-баттл
Ожидание"
ST_GameMessage/MatchInfo_OnlineRank,オンラインランク経験値増減値,Изменение опыта онлайн-ранга
ST_GameMessage/MatchInfo_ConsecutiveWins,連勝,Серия побед
ST_GameMessage/MatchInfo_WinRate,直近勝率,Последний процент побед
ST_GameMessage/MatchInfo_RoundInformation,ラウンド情報,Информация о раунде
ST_GameMessage/MatchInfo_Rank,位,Ранг
ST_GameMessage/MatchInfo_RoundIncDec,ラウンドポイント増減値,Изменение очков раунда
ST_GameMessage/StartMenuOnline_SelectCourse,コースを選択してください,Выберите трассу
ST_GameMessage/StartMenuOnline_SelectRoute,ルートを選択してください,Выберите маршрут
ST_GameMessage/StartMenuOnline_SelectTimeZone,時間帯を選択してください,Выберите временной интервал
ST_GameMessage/MatchOnline_AnotherPlayer,他のプレイヤーがコースを選択しています,Другой игрок выбирает трассу
ST_GameMessage/StartMenuOnline_SelectCar,搭乗するクルマを選択してください,Выберите автомобиль
ST_GameMessage/CarBestOnline_BestTime,車種ベスト,Лучшее время для автомобиля
ST_GameMessage/MatchBoostOnline_OneBoostOn,一騎討ちブースト,Одноразовый буст
ST_GameMessage/MatchBoostOnline_BoostOff,ブーストＯＦＦ,Буст отключён
ST_GameMessage/MatchOnline_BrakeBoostOff,"プレイヤー全員がブレーキを踏み続けると、
ブーストＯＦＦのバトルになります","Если все игроки продолжат нажимать на тормоза, гонка будет без буста"
ST_GameMessage/MatchBoostOnline_WillApplied,が適用されます,будет применён
ST_GameMessage/MatchBoostOnline_BoostStrength,ブーストの強さ,Сила буста
ST_GameMessage/ResultArticleOnline_GoalTime,ゴールタイム,Время до финиша
ST_GameMessage/ResultArticleOnline_Distance,距離差,Разница в расстоянии
ST_GameMessage/ResultArticleOnline_Victory,勝利,Победа
ST_GameMessage/ResultArticleOnline_DefeatedBonus,撃破ボーナス,Бонус за уничтожение
ST_GameMessage/StartMenuShop_SelectMenu,メニューを選択してください,Выберите меню
ST_GameMessage/FactoryTimeup_Want1Credit,"{Credit}CREDIT を消費することで
制限時間を{Second}秒延長することができます
延長を行いますか？","{Credit}КРЕДИТ будет потрачен 
на продление времени на {Second} секунд.
Вы уверены?"
ST_GameMessage/FactoryTimeup_TimesReached,"規定回数に達したため、制限時間の延長はできません
モード選択画面へ移行します","Так как достигнуто установленное количество попыток, продление времени невозможно.
Переход на экран выбора режима."
ST_GameMessage/FactoryTimeup_NetworkError,"ネットワークエラーのため、データの取得に失敗しました
モード選択画面へ移行します","Из-за сетевой ошибки не удалось получить данные.
Переход на экран выбора режима."
ST_GameMessage/FactoryTimeup_TimeNotExtendedError,"ネットワークエラーのため、制限時間の延長はできません
モード選択画面へ移行します","Из-за сетевой ошибки продление времени невозможно.
Переход на экран выбора режима."
ST_GameMessage/FactoryTimeup_TimeNotExtendedReached,"規定回数に達したため、制限時間の延長はできません
モード選択画面へ移行します","Так как достигнуто установленное количество попыток, продление времени невозможно.
Переход на экран выбора режима."
ST_GameMessage/StartMenuShop_SelectManufacture,クルマのメーカーを選択してください,"Выберите производителя автомобиля"
ST_GameMessage/StartMenuShop_SelectCar,クルマを選択してください,"Выберите автомобиль"
ST_GameMessage/StartMenuShop_SelectColor,カラーを選択してください,"Выберите цвет"
ST_GameMessage/StartMenuShop_SelectTuningStype,チューニングスタイルを選択してください,"Выберите стиль тюнинга"
ST_GameMessage/StartMenuShop_SelectLicense,ナンバープレートを選択してください,"Выберите номерной знак"
ST_GameMessage/CarShopBuy_PurchaseWithTicket,チケットで購入,"Купить за билет"
ST_GameMessage/CarShopBuy_PurchaseWithCash,キャッシュで購入,"Купить за наличные"
ST_GameMessage/CarShopBuy_Return,戻る,"Назад"
ST_GameMessage/CarShopBuy_PurchaseWithTicket2,"チケットを使用し、FULLTune状態で車を購入します。
キャッシュは消費されません。","Использовать билет и купить машину в состоянии FULLTune
Наличные не расходуются."
ST_GameMessage/CarShopBuy_PurchaseWithCash2,キャッシュを消費して購入します,"Купить за наличные"
ST_GameMessage/CarShopBuy_Return2,購入せず、カーショップへ戻ります,"Вернуться в автосалон без покупки"
ST_GameMessage/CarShopBuy_FullTuneTicket,"<LightYellow>FULLTune車種購入チケット</>を消費して
購入しますか？","Использовать <LightYellow>билет на покупку FULLTune автомобиля</> для покупки?"
ST_GameMessage/CarShopBuy_Purchase,を消費して購入しますか？,"Хотите потратить и купить?"
ST_GameMessage/CarSelect_AlreadyPurchasedManufacturer,選択したメーカーの車種はすべて購入済みです,"Все модели выбранного производителя уже куплены."
ST_GameMessage/CarSelect_AlreadyPurchasedAttributes,選択した属性の車種はすべて購入済みです,"Все автомобили с выбранными характеристиками уже куплены."
ST_GameMessage/CarSelect_AlreadyPurchasedThisCar,選択した車種は購入済みです,"Этот автомобиль уже куплен."
ST_GameMessage/CarSelect_AlreadyPuchasedTuningStyle,"選択したチューニングスタイルの車種は
購入済みです","Автомобиль с выбранным стилем тюнинга уже куплен."
ST_GameMessage/StartMenu_SelectFrame,登録する枠を選択してください,"Выберите слот для регистрации."
ST_GameMessage/DressUpShop_SpendTokenParts,"ドレスアップトークンを {Num}枚消費して、
選択したパーツを購入しますか？","Потратить {Num} токенов кастомизации, чтобы купить выбранные детали?"
ST_GameMessage/DressUpShop_UseTokenBodyColor,"ドレスアップトークンを {Num}枚消費して、
選択したボディカラーに変更しますか？","Потратить {Num} токенов кастомизации, чтобы изменить цвет кузова?"
ST_GameMessage/DressUpShop_UseTokesInstallParts,"ドレスアップトークンを {Num} 枚消費して、
選択したパーツを装着しますか？","Потратить {Num} токенов кастомизации, чтобы установить выбранные детали?"
ST_GameMessage/PartsName_RemovablePartsAll,"取り外されるパーツ項目
フロントスポイラー
サイドスカート/フェンダー
リアバンパー
リアスポイラー
ボンネット
トランク
ミラー
ルーフアクセサリ
エアロセット
その他エアロ
マフラー
ホイール
アライメント
ステッカー","Список снимаемых деталей:
Фронтальный спойлер
Боковые юбки/крылья
Задний бампер
Задний спойлер
Капот
Багажник
Зеркала
Аксессуары на крышу
Комплект обвеса
Прочий обвес
Глушитель
Диски
Развал-схождение
Наклейки"
ST_GameMessage/PartsName_RemovableParts,取り外されるパーツ項目,"Снимаемые детали"
ST_GameMessage/CarShopInfo_Period,【引き換え期間】,"【Период обмена】"
ST_GameMessage/AvatarDialog_SpendRedeemParts,アバタートークンを消費してパーツを引き換えますか？,"Использовать аватар-токен для обмена на детали?"
ST_GameMessage/AvatarDialog_SpendRedeemParts2,{Count}回,"{Count} раз"
ST_GameMessage/AvatarButton_Redeed1time,"{Count}回
引き換える","Обменять {Count} раз"
ST_GameMessage/AvatarButton_Redeed5times,"{Count}回
引き換える","Обменять {Count} раз"
ST_GameMessage/AvatarButton_Cancel,キャンセル,"Отмена"
ST_GameMessage/StartMenuInfo_SelectManufacturer,クルマのメーカーを選択してください,"Выберите производителя автомобиля."
ST_GameMessage/StartMenuInfo_SelectCar,クルマを選択してください,"Выберите автомобиль."
ST_GameMessage/StartMenuInfo_SelectFrame,登録する枠を選択してください,"Выберите слот для регистрации."
ST_GameMessage/PartsName_FrontSpoiler,フロントスポイラー,"Фронтальный спойлер"
ST_GameMessage/PartsName_SideSkirt,"サイドスカート/
フェンダー","Боковые юбки / крылья"
ST_GameMessage/PartsName_RearBumper,リアバンパー,"Задний бампер"
ST_GameMessage/PartsName_RearSpoiler,リアスポイラー,"Задний спойлер"
ST_GameMessage/PartsName_Bonnet,ボンネット,"Капот"
ST_GameMessage/PartsName_Trunk,トランク,"Багажник"
ST_GameMessage/PartsName_Mirrors,ミラー,"Зеркала"
ST_GameMessage/PartsName_RoofAccessories,ルーフアクセサリ,"Аксессуары на крышу"
ST_GameMessage/PartsName_AeroSet,エアロセット,"Комплект обвеса"
ST_GameMessage/PartsName_OtherSets,その他エアロ,"Прочий обвес"
ST_GameMessage/PartsName_Muffler,マフラー,"Глушитель"
ST_GameMessage/PartsName_Wheels,ホイール,"Диски"
ST_GameMessage/PartsName_Alignment,アライメント,"Развал-схождение"
ST_GameMessage/PartsName_BodyColor,ボディカラー,"Цвет кузова"
ST_GameMessage/PartsName_Stickers,ステッカー,"Наклейки"
ST_GameMessage/DressUpShop_InstallParts,選択したパーツを装着しますか？,"Установить выбранные детали?"
ST_GameMessage/DressUpShop_RemoveParts,※エアロセットに干渉する装着中パーツは取り外されます。,"※Установленные детали, мешающие комплекту обвеса, будут сняты."
