Str_WD_Race_Story_01_NextPreview/1_5_2,"秋名に現れた見慣れぬクルマ。
秋名のハチロクを探しに来たという、彼の正体とは。","В Акине появляется незнакомая машина. Говорят, он приехал искать знаменитый Хачироку. Кто же он?"
Str_WD_Race_Story_01_NextPreview/1_5_3,"謎の男、小柏カイ。
彼は幼い頃から走りの英才教育を受けてきた強者だった。","Загадочный мужчина — Кобаяси Кай. С детства он проходил особую школу гонщиков."
Str_WD_Race_Story_01_NextPreview/1_5_4,"激闘の余韻が残るいろは坂。
そこにエンペラーのリーダー、須藤京一が現れる。","На Ирохадзака, где ещё витает дух сражения, появляется лидер Император — Судо Кёити."
Str_WD_Race_Story_01_NextPreview/1_5_5,"涼介に呼び出され赤城に向かう道中、
雪の秋名でガラの悪い男に絡まれる。","По пути на Акаги по вызову Рёскэ, он сталкивается на заснеженной Акине с хулиганом."
key,source,target
Str_WD_Race_Story_01_NextPreview/1_1_1,"危険な香りのする男、秋山渉。
彼との出逢いが運命を変えていく！","Мужчина с опасным ореолом — Акияма Ватару. Встреча с ним изменит судьбу!"
Str_WD_Race_Story_01_NextPreview/1_1_2,"渉との別れの先で待ち受けていたのは、新たな出会い‥！","После расставания с Ватару впереди ждала новая встреча…!"
Str_WD_Race_Story_01_NextPreview/1_1_3,"再びぶっちぎられた池谷の顔に浮かぶのは、まさかの‥笑み？","На лице Икетани, которого снова оставили позади, появляется… улыбка?"
Str_WD_Race_Story_01_NextPreview/1_1_4,"秋名スピードスターズに交流戦を申し込みに来た謎の走り屋チーム。
彼らの正体とは‥！","К таинственной уличной команде, бросившей вызов Akina SpeedStars… кто же они на самом деле?!"
Str_WD_Race_Story_01_NextPreview/1_1_5,"中村賢太をちぎった帰り道、その先で待っていた男とは‥！","После победы над Кэнта Накамурой, на обратном пути его ждал таинственный мужчина…!"
Str_WD_Race_Story_01_NextPreview/1_2_1,"秋名で行われた交流戦。
そこにハチロクに乗ったひとりの青年が現れる。","На встречном заезде в Акине появляется юноша за рулём Хачироку."
Str_WD_Race_Story_01_NextPreview/1_2_2,"交流戦の熱気は未だ収まらない。
秋名のハチロク、彼は一体何者なのか。","Жар обменного заезда всё ещё не угасает. Кто же этот парень на акнинском Хачироку?"
Str_WD_Race_Story_01_NextPreview/1_2_3,"突如叩きつけられた挑戦状。
妙義ナイトキッズの中里毅とは‥！","Внезапно брошенный вызов. Это был Накасато Такэси из Мёги Найт Кидз!"
Str_WD_Race_Story_01_NextPreview/1_2_4,"妙義ナイトキッズから一本の連絡が届く。
それは危険な夜への招待状――！","Из Мёги Найт Кидз пришло сообщение. Приглашение на опасную ночь――!"
Str_WD_Race_Story_01_NextPreview/1_2_5,"息抜きで訪れた碓氷峠。
そこで待ち受けていたのは、地元最速の二人組。","На отдыхе на перевале Усую его поджидала пара местных, самых быстрых гонщиков."
Str_WD_Race_Story_01_NextPreview/1_3_1,"暗い夜の闇の中、
碓氷峠最速の二人、インパクトブルーが立ちはだかる‥！","В тёмной ночи на перевале Усую преграждают путь самые быстрые — Импакт Блю!"
Str_WD_Race_Story_01_NextPreview/1_3_2,"白い彗星の噂を聞いて向かった赤城山。
そこで出逢った男とは‥？","Услышав слухи о Белой Комете, он направляется на гору Акаги. Там его ждёт встреча с загадочным мужчиной…?"
Str_WD_Race_Story_01_NextPreview/1_3_3,"中村賢太のバトルの後、
突如現れたのは、闇を切り裂く黄色いFD！","После гонки с Кэнта Накамурой внезапно появляется ярко-жёлтый FD, разрезающий тьму!"
Str_WD_Race_Story_01_NextPreview/1_3_4,"走り去っていく高橋啓介。
彼とすれ違うように現れたのは、見覚えのあるあの男‥！","Уезжающий Такэхаси Кэйсукэ… и вдруг навстречу появляется знакомый мужчина!"
Str_WD_Race_Story_01_NextPreview/1_3_5,"二本目のバトルを要求する秋山渉。
そんな彼の背後から、不穏な音が鳴り響く。","Акияма Ватару требует второго заезда. Но за его спиной раздаётся зловещий звук."
Str_WD_Race_Story_01_NextPreview/1_4_1,"突如現れた謎の男、岩城清次。
彼もまた、高橋兄弟を探しに来た挑戦者だった。","Неожиданно появляется загадочный мужчина — Иваки Сэйдзи. Он тоже пришёл бросить вызов братьям Такэхаси."
Str_WD_Race_Story_01_NextPreview/1_4_2,"久しぶりに再会した池谷たちに追われる中、
突如現れたのは、謎のクルマだった。","Во время встречи со старыми друзьями Икетани внезапно появляется таинственная машина."
Str_WD_Race_Story_01_NextPreview/1_4_3,"偶然出会ったナイトキッズの二人。
彼らは白い彗星率いるレッドサンズとバトルをするらしい。","Случайно встретив двух Найт Кидз, он узнаёт, что они собираются сразиться с Рэд Санз во главе с Белой Кометой."
Str_WD_Race_Story_01_NextPreview/1_4_4,"再び訪れた赤城山。
そこには、探していたあの男の姿があった。","Снова вернувшись на гору Акаги, он находит того самого мужчину, которого искал."
Str_WD_Race_Story_01_NextPreview/1_4_5,"涼介に勧められて訪れたいろは坂。
待ち受けていたのは、屈強な走り屋軍団だった。","По совету Рёскэ он отправляется на Ирохадзака. Там его ждёт мощная группа стритрейсеров."
Str_WD_Race_Story_01_NextPreview/1_5_1,"エンペラーのメンバーが敗れ、引きずりだされた岩城清次。
1vs1のバトルが幕を開ける。","После поражения одного из участников Император, вперёд выходит Иваки Сэйдзи. Начинается поединок 1 на 1."
Str_WD_Race_Story_01_NextPreview/1_5_2,"秋名に現れた見慣れぬクルマ。
秋名のハチロクを探しに来たという、彼の正体とは。","В Акине появляется незнакомая машина. Говорят, он приехал искать знаменитый Хачироку. Кто же он?"
Str_WD_Race_Story_01_NextPreview/1_5_3,"謎の男、小柏カイ。
彼は幼い頃から走りの英才教育を受けてきた強者だった。","Загадочный мужчина — Кобаяси Кай. С детства он проходил особую школу гонщиков."
Str_WD_Race_Story_01_NextPreview/1_5_4,"激闘の余韻が残るいろは坂。
そこにエンペラーのリーダー、須藤京一が現れる。","На Ирохадзака, где ещё витает дух сражения, появляется лидер Император — Судо Кёити."
Str_WD_Race_Story_01_NextPreview/1_5_5,"涼介に呼び出され赤城に向かう道中、
雪の秋名でガラの悪い男に絡まれる。","По пути на Акаги по вызову Рёскэ, он сталкивается на заснеженной Акине с хулиганом."
Str_WD_Race_Story_01_NextPreview/1_6_1,"赤城に着くと涼介はいなかった。
代わりにいたのは、まさかの二人組。","Добравшись до Акаги, он не нашёл Рёскэ. Вместо него там ждала неожиданная парочка."
Str_WD_Race_Story_01_NextPreview/1_6_2,"賢太と渉とのバトル後に現れた涼介。
赤城の白い彗星はなにを語るのか。","После гонки с Кэнта и Ватару появляется Рёскэ. Что расскажет Белая Комета Акаги?"
Str_WD_Race_Story_01_NextPreview/1_6_3,"高橋涼介からの依頼。
それはふたりの走り屋と戦うことだった。","Задание от Рёскэ Такэхаси — сразиться сразу с двумя уличными гонщиками."
Str_WD_Race_Story_01_NextPreview/1_6_4,"ついに出逢う噂の走り屋。
ドライバーの藤原拓海は、強い覚悟を瞳に秘めていた。","Наконец появляется легендарный гонщик. Взгляд Такуми Фудзивары полон решимости."
Str_WD_Race_Story_01_NextPreview/1_6_5,"走り出した伝説は止まらない。
高橋涼介が新しく作ったチームとは‥！！","Легенда, однажды стартовавшая, уже не остановится. Какую новую команду собрал Рёскэ Такэхаси?!"
Str_WD_Race_Story_01_NextPreview/1_7_1,"赤城山の麓で再会した、須藤京一。
言葉少なに、彼はバトルを要求してくる。","У подножия горы Акаги он снова встречает Кёити Судо. Немногословно тот требует гонку."
Str_WD_Race_Story_01_NextPreview/1_7_2,"プロジェクトDを追って訪れた、もみじライン。
地元の走り屋たちが放つ熱気が、峠を包んでいた。","На линии Момидзи, куда пришли вслед за Проект D, местные гонщики наполняют перевал жаром азарта."
Str_WD_Race_Story_01_NextPreview/1_7_3,"セブンスターリーフのヒルクライムエース、川井淳郎。
400馬力を誇る彼の愛車が、もみじ...","Айс-холдер подъёмов — Дзюнро Каваи из «Севен Стар Лиф». Его машина с мощью в 400 л.с. выходит на трассу Момидзи..."
Str_WD_Race_Story_01_NextPreview/1_7_4,"藤原拓海に敗れ、一度は前線から退いた末次トオル。
彼の中に眠る闘争心が、再び燃え上がる！！","Проиграв Такуми Фудзиваре, Тоору Судзуки отошёл от дел. Но дремавший в нём дух борьбы снова вспыхивает!!"
Str_WD_Race_Story_01_NextPreview/1_7_5,"プロジェクトDの影を追って訪れた、八方ヶ原。
そこは、速さを追求する猛者たちの集う峠だ...","Следуя за Проект D, они приезжают на Хаппогахару — перевал, где собираются самые одержимые скоростью бойцы..."
Str_WD_Race_Story_01_NextPreview/1_8_1,"八方ヶ原の攻略法を伝授する須藤京一。
彼が東堂塾にこだわる理由とは。","Кёити Судо раскрывает секреты прохождения Хаппогахары. Но почему он так предан школе Тодо?"
Str_WD_Race_Story_01_NextPreview/1_8_2,"東堂塾OBで現役プロレーサーの舘智幸。
彼の勧めで、東堂塾の練習に合流することになった。","Выпускник школы Тодо и действующий профи Томоюки Тати. По его совету они присоединяются к тренировке школы."
Str_WD_Race_Story_01_NextPreview/1_8_3,"東堂塾の現役二強の一角、酒井。
彼の不気味な笑みが牙を剥く！！","Один из двух сильнейших гонщиков школы Тодо — Сакаи. Его зловещая улыбка обнажает клыки!!"
Str_WD_Race_Story_01_NextPreview/1_8_4,"東堂塾エースの呼び声が高い二宮大輝。
天性のブレーキングセンスを有する彼の強さとは！！","Ас школы Тодо — Дайки Ниномия. Его врождённое чувство торможения — источник его невероятной силы!!"
Str_WD_Race_Story_01_NextPreview/1_8_5,"久しぶりに訪れた秋名山。
そこに現れたのは、尋常じゃなく速い奴！！","Давненько не бывал он на горе Акина. И тут появился парень с нереальной скоростью!!"
Str_WD_Race_Story_01_NextPreview/1_9_1,"謎のインプレッサの正体は掴めぬまま、
次に挑むは掟破りの連合チーム！！","Личность таинственной Импрезы так и остаётся неизвестной. Следующая цель — безбашенная объединённая команда!!"
Str_WD_Race_Story_01_NextPreview/1_9_2,"三人の前に現れたのは、黒いFD。
哀しげなロータリーサウンドが峠に響く‥！！","Перед ними появляется чёрный FD. Печальный звук роторного двигателя разносится по перевалу!!"
Str_WD_Race_Story_01_NextPreview/1_9_3,"ようやく現れた、坂本と名乗るラリースト。
彼が乗るのは、まさかのマシン！？","Наконец появляется раллист, назвавшийся Сакамотo. Но на чём же он едет?!"
Str_WD_Race_Story_01_NextPreview/1_9_4,"坂本との熱戦に触発されたのは、やっぱりあの男！！
進化した彼のレビンが、峠を駆ける！！","Жаркая битва с Сакамотo вдохновила именно того парня!! Его обновлённый Левин снова мчится по перевалу!!"
Str_WD_Race_Story_01_NextPreview/1_9_5,"プロジェクトDの埼玉遠征が最終局面を迎える中、
インパクトブルーの本拠地、碓氷峠におか...","Когда саитамская экспедиция Проект D подходит к финалу, на их пути оказывается база Импакт Блю — перевал Усую..."
Str_WD_Race_Story_01_NextPreview/1_10_1,"こそこそと去っていく東京から来た二人。
すれ違うように現れたのは、碓氷峠の天使たち！！","Двое гостей из Токио крадучись покидают место. И навстречу им появляются Ангелы перевала Усую!!"
Str_WD_Race_Story_01_NextPreview/1_10_2,"インパクトブルーとの最後のバトルを終え、一路向かうは土坂峠。
嫌な予感が胸をよぎる。","Завершив последнюю гонку с Импакт Блю, они направляются к перевалу Дотсузака. Но сердце терзают дурные предчувствия."
Str_WD_Race_Story_01_NextPreview/1_10_3,"突如呼び止めてきた、ランエボに乗った男たち。
彼らは最近、ひどい目にあったようだ。","Их внезапно останавливают парни на Лан Эво. Похоже, недавно они пережили что-то страшное."
Str_WD_Race_Story_01_NextPreview/1_10_4,"ランエボの男たちが去った峠、ロータリーサウンドが響く。
現れたのは、目を赤くした岩瀬恭...","После ухода парней на Лан Эво по перевалу вновь разносится звук ротора. Появляется Кёске Ивасе с налитыми кровью глазами..."
Str_WD_Race_Story_01_NextPreview/1_10_5,"プロジェクトDの噂を聞き付けやってきた定峰峠。
そこにいたのはまさかの男たち。","На перевале Садамина, куда пришли по слухам о Проект D, их ожидали совершенно неожиданные противники."
Str_WD_Race_Story_01_NextPreview/1_11_1,"ニセモノを追い払い、ようやく辿り着いた場所。
そこは峠の神様たちのホームコースだった。","Избавившись от самозванцев, они наконец добрались до места. Это была домашняя трасса самих богов перевалов."
Str_WD_Race_Story_01_NextPreview/1_11_2,"強敵パープルシャドウの登場を待つ間に現れたのは、
かつてしのぎを削った二人組！","В ожидании появления грозных Пёрпл Шадоу неожиданно появляются двое старых соперников!"
Str_WD_Race_Story_01_NextPreview/1_11_3,"ついに現れた峠の神様。
そのひとり、城島俊也が立ちはだかる。","Наконец появляются боги перевалов. Один из них, Тошия Дзёдзима, встаёт на пути."
Str_WD_Race_Story_01_NextPreview/1_11_4,"城島の次に現れたのは神の足を持つ男、星野。
もうひとりの神様が、牙を剥く。","Следом за Дзёдзимой появляется человек с «ногами бога» — Хосино. Второй бог обнажает клыки."
Str_WD_Race_Story_01_NextPreview/1_11_5,"峠の神様を倒したのも束の間、
プロジェクトDの高橋涼介から一本の連絡が舞い込んでくる。","Едва успев одолеть богов перевалов, они получают звонок от Рёскэ Такэхаси из Project D."
Str_WD_Race_Story_01_NextPreview/1_12_1,"神奈川エリアの三強、チーム246。
走りの聖地の強者たちが勝負を挑んでくる。","Триумвират сильнейших из Канагавы — команда 246. Эти мастера святой земли гонок бросают вызов."
Str_WD_Race_Story_01_NextPreview/1_12_2,"246のヒルクライマー小早川の敗北に、
リーダーの大宮智史が立ち上がる。","После поражения хиклраймера Кобаякавы из 246 встаёт лидер — Томофуми Оомия."
Str_WD_Race_Story_01_NextPreview/1_12_3,"下見を終え、久しぶりに訪れた秋名山。
そこには意外なコンビの姿があった。","Вернувшись на гору Акина после разведки, он встречает там неожиданную парочку."
Str_WD_Race_Story_01_NextPreview/1_12_4,"二本目に突入する渉の熱血指導。
弱音を吐く樹の後ろから、一台のクルマが迫る。","Жаркая тренировка Ватару продолжается вторым заездом. Позади сетующего Ицуки внезапно приближается машина."
Str_WD_Race_Story_01_NextPreview/1_12_5,"強者蠢く走りの聖地、神奈川。
次の峠の攻略は、あの男とともに。","В святой земле гонок, в Канагава, кишат сильнейшие. Следующий перевал предстоит пройти вместе с тем самым человеком."
Str_WD_Race_Story_01_NextPreview/1_13_1,"峠に現れた、プロレーシングチームカタギリ。
その中に、見慣れた男の姿があった。","На перевале появляется профессиональная команда «Катагири». Среди них оказывается знакомый человек."
Str_WD_Race_Story_01_NextPreview/1_13_2,"小柏カイを下し、次に現れたのは寡黙な男。
プロレーサーとの真剣勝負はまだ終わらない。","После победы над Каем Кобаяси появляется молчаливый мужчина. Схватка с профессионалами ещё не окончена."
Str_WD_Race_Story_01_NextPreview/1_13_3,"敗れ去ったチームカタギリ。
プロレーサーの間でも噂になっている話とは。","Команда Катагири терпит поражение. Но среди профессионалов уже ходят слухи об этой истории."
Str_WD_Race_Story_01_NextPreview/1_13_4,"走行後に呼び止められた主人公。
突如現れた東堂社長の依頼とは。","После гонки героя останавливают. Неожиданно появляется президент Тодо со своей просьбой."
Str_WD_Race_Story_01_NextPreview/1_13_5,"プロレーサー達との激闘を終え、
次に立ちはだかるは神奈川第三の防衛ライン。","После ожесточённых боёв с профессионалами их ждёт новая преграда — третья линия обороны Канагава."
